stop_id,ZDEr_ID_REF_A
StopPoint:22:98,4400
StopPoint:22:99,4401
StopPoint:23:10,13678
StopPoint:23:100,13739
StopPoint:23:1002,14179
StopPoint:23:1006,14181
StopPoint:23:1007,14182
StopPoint:23:101,13740
StopPoint:23:1016,14183
StopPoint:23:102,13741
StopPoint:23:1023,14184
StopPoint:23:1027,13385
StopPoint:23:103,13587
StopPoint:23:1030,15144
StopPoint:23:1032,14185
StopPoint:23:1034,14186
StopPoint:23:1035,411648
StopPoint:23:1036,411651
StopPoint:23:1040,14189
StopPoint:23:1044,14190
StopPoint:23:1046,14191
StopPoint:23:1051,14192
StopPoint:23:1052,18616
StopPoint:23:106,13742
StopPoint:23:1064,14194
StopPoint:23:1065,14195
StopPoint:23:1066,14196
StopPoint:23:1068,15137
StopPoint:23:107,8677
StopPoint:23:1070,16919
StopPoint:23:1074,17589
StopPoint:23:1075,17590
StopPoint:23:1076,13588
StopPoint:23:1077,13589
StopPoint:23:1078,17593
StopPoint:23:1079,20192
StopPoint:23:108,8894
StopPoint:23:1080,18758
StopPoint:23:1081,18759
StopPoint:23:1082,19745
StopPoint:23:1083,34744
StopPoint:23:1084,34745
StopPoint:23:109,13745
StopPoint:23:1090,19885
StopPoint:23:1095,22449
StopPoint:23:1097,22450
StopPoint:23:1098,22451
StopPoint:23:1099,22471
StopPoint:23:11,13511
StopPoint:23:110,13746
StopPoint:23:1100,22472
StopPoint:23:1101,22473
StopPoint:23:1102,22474
StopPoint:23:1103,22475
StopPoint:23:1104,23053
StopPoint:23:1105,23054
StopPoint:23:1106,23055
StopPoint:23:1107,14183
StopPoint:23:1108,13914
StopPoint:23:1109,13913
StopPoint:23:111,8710
StopPoint:23:1110,13887
StopPoint:23:1111,23056
StopPoint:23:1112,23057
StopPoint:23:1113,23058
StopPoint:23:1114,23059
StopPoint:23:1116,23061
StopPoint:23:1117,23062
StopPoint:23:1118,23063
StopPoint:23:1119,23064
StopPoint:23:112,8602
StopPoint:23:1120,23065
StopPoint:23:1121,23066
StopPoint:23:1122,23067
StopPoint:23:1123,23068
StopPoint:23:1125,23070
StopPoint:23:1128,23073
StopPoint:23:113,13749
StopPoint:23:1130,13940
StopPoint:23:1132,13946
StopPoint:23:1133,13587
StopPoint:23:1134,23074
StopPoint:23:1135,14068
StopPoint:23:1136,14178
StopPoint:23:1137,423087
StopPoint:23:1138,13599
StopPoint:23:1139,13772
StopPoint:23:114,13750
StopPoint:23:1140,14026
StopPoint:23:1141,14029
StopPoint:23:1146,14184
StopPoint:23:1148,13873
StopPoint:23:1149,28545
StopPoint:23:115,8709
StopPoint:23:1150,34551
StopPoint:23:1151,41730
StopPoint:23:1152,34549
StopPoint:23:1153,34548
StopPoint:23:116,8603
StopPoint:23:12,13512
StopPoint:23:1200,420995
StopPoint:23:1201,420998
StopPoint:23:1203,421000
StopPoint:23:1204,421000
StopPoint:23:1205,421009
StopPoint:23:1206,421012
StopPoint:23:1207,421017
StopPoint:23:1208,420984
StopPoint:23:1209,420984
StopPoint:23:121,13753
StopPoint:23:1210,420993
StopPoint:23:1211,420992
StopPoint:23:1212,420990
StopPoint:23:1213,420991
StopPoint:23:1214,421005
StopPoint:23:1215,421008
StopPoint:23:1216,421013
StopPoint:23:1217,420999
StopPoint:23:1218,421003
StopPoint:23:1219,421003
StopPoint:23:122,13754
StopPoint:23:1220,420987
StopPoint:23:1221,421016
StopPoint:23:1222,420983
StopPoint:23:1223,420880
StopPoint:23:1224,34872
StopPoint:23:1225,420246
StopPoint:23:1226,420243
StopPoint:23:1227,420986
StopPoint:23:1228,427039
StopPoint:23:1229,427040
StopPoint:23:123,13755
StopPoint:23:1230,427057
StopPoint:23:1231,427054
StopPoint:23:1232,427041
StopPoint:23:1233,427053
StopPoint:23:1234,427050
StopPoint:23:1235,427038
StopPoint:23:1236,427046
StopPoint:23:1237,427037
StopPoint:23:1238,427044
StopPoint:23:1239,427045
StopPoint:23:124,13756
StopPoint:23:1240,427049
StopPoint:23:1241,427048
StopPoint:23:1243,427043
StopPoint:23:1244,427046
StopPoint:23:1245,427036
StopPoint:23:1246,427039
StopPoint:23:13,13679
StopPoint:23:131,13758
StopPoint:23:132,13759
StopPoint:23:134,13760
StopPoint:23:135,13761
StopPoint:23:138,32488
StopPoint:23:14,13680
StopPoint:23:140,13763
StopPoint:23:141,13764
StopPoint:23:142,13765
StopPoint:23:145,13766
StopPoint:23:146,13767
StopPoint:23:147,13768
StopPoint:23:148,13769
StopPoint:23:149,21248
StopPoint:23:15,13681
StopPoint:23:150,5691
StopPoint:23:151,13772
StopPoint:23:152,13773
StopPoint:23:153,13774
StopPoint:23:154,5705
StopPoint:23:155,13776
StopPoint:23:156,5673
StopPoint:23:157,5674
StopPoint:23:158,5676
StopPoint:23:159,5902
StopPoint:23:16,13507
StopPoint:23:165,417086
StopPoint:23:166,13782
StopPoint:23:17,13508
StopPoint:23:171,13435
StopPoint:23:172,32545
StopPoint:23:173,32536
StopPoint:23:175,13438
StopPoint:23:177,423083
StopPoint:23:18,13682
StopPoint:23:180,32539
StopPoint:23:183,13784
StopPoint:23:184,13785
StopPoint:23:187,13786
StopPoint:23:188,13787
StopPoint:23:19,13683
StopPoint:23:190,13788
StopPoint:23:191,32564
StopPoint:23:194,13792
StopPoint:23:195,13793
StopPoint:23:198,13794
StopPoint:23:199,13795
StopPoint:23:2,13672
StopPoint:23:20,13684
StopPoint:23:202,13796
StopPoint:23:203,13797
StopPoint:23:204,13798
StopPoint:23:205,13799
StopPoint:23:206,18540
StopPoint:23:207,18539
StopPoint:23:208,13802
StopPoint:23:209,13803
StopPoint:23:21,13685
StopPoint:23:210,18325
StopPoint:23:211,18324
StopPoint:23:212,13806
StopPoint:23:213,13807
StopPoint:23:214,18551
StopPoint:23:215,13809
StopPoint:23:216,13810
StopPoint:23:217,13811
StopPoint:23:218,18360
StopPoint:23:219,18361
StopPoint:23:22,13686
StopPoint:23:220,18358
StopPoint:23:221,18359
StopPoint:23:222,13816
StopPoint:23:223,13817
StopPoint:23:224,13818
StopPoint:23:225,18366
StopPoint:23:227,13820
StopPoint:23:228,18372
StopPoint:23:229,18373
StopPoint:23:23,13687
StopPoint:23:230,13823
StopPoint:23:231,13824
StopPoint:23:232,5502
StopPoint:23:233,8726
StopPoint:23:234,13585
StopPoint:23:235,13586
StopPoint:23:236,13829
StopPoint:23:237,13830
StopPoint:23:238,8655
StopPoint:23:239,8728
StopPoint:23:240,13833
StopPoint:23:241,13834
StopPoint:23:242,13835
StopPoint:23:243,13836
StopPoint:23:244,13837
StopPoint:23:245,13838
StopPoint:23:246,13839
StopPoint:23:247,13840
StopPoint:23:248,13841
StopPoint:23:249,13842
StopPoint:23:250,13843
StopPoint:23:251,13844
StopPoint:23:252,13845
StopPoint:23:253,18382
StopPoint:23:254,18383
StopPoint:23:255,13848
StopPoint:23:256,18419
StopPoint:23:257,18418
StopPoint:23:258,13851
StopPoint:23:259,13852
StopPoint:23:26,13516
StopPoint:23:260,13853
StopPoint:23:261,13854
StopPoint:23:262,13855
StopPoint:23:263,423381
StopPoint:23:264,12526
StopPoint:23:265,12527
StopPoint:23:266,18403
StopPoint:23:267,18402
StopPoint:23:268,18414
StopPoint:23:269,18415
StopPoint:23:27,13515
StopPoint:23:270,13863
StopPoint:23:271,13864
StopPoint:23:272,13865
StopPoint:23:273,13866
StopPoint:23:274,13867
StopPoint:23:275,18434
StopPoint:23:276,18433
StopPoint:23:28,13688
StopPoint:23:285,13548
StopPoint:23:286,13547
StopPoint:23:287,13870
StopPoint:23:288,13871
StopPoint:23:289,13543
StopPoint:23:29,13689
StopPoint:23:290,13544
StopPoint:23:291,13872
StopPoint:23:292,13873
StopPoint:23:294,13875
StopPoint:23:295,13876
StopPoint:23:3,13673
StopPoint:23:30,13690
StopPoint:23:308,13480
StopPoint:23:309,32646
StopPoint:23:31,13691
StopPoint:23:310,13878
StopPoint:23:313,13879
StopPoint:23:314,13880
StopPoint:23:315,13881
StopPoint:23:316,13575
StopPoint:23:317,13572
StopPoint:23:318,32476
StopPoint:23:319,13883
StopPoint:23:32,13692
StopPoint:23:320,13884
StopPoint:23:321,13885
StopPoint:23:322,13886
StopPoint:23:323,13887
StopPoint:23:324,423090
StopPoint:23:325,423089
StopPoint:23:326,13387
StopPoint:23:327,423091
StopPoint:23:328,13535
StopPoint:23:329,425836
StopPoint:23:33,13693
StopPoint:23:330,423098
StopPoint:23:331,423097
StopPoint:23:336,13382
StopPoint:23:337,13381
StopPoint:23:338,13888
StopPoint:23:339,13384
StopPoint:23:340,423101
StopPoint:23:343,32962
StopPoint:23:344,32710
StopPoint:23:345,13590
StopPoint:23:346,423053
StopPoint:23:347,13891
StopPoint:23:348,20195
StopPoint:23:349,20194
StopPoint:23:350,20189
StopPoint:23:351,20190
StopPoint:23:355,423033
StopPoint:23:356,13896
StopPoint:23:357,13406
StopPoint:23:358,13407
StopPoint:23:359,412323
StopPoint:23:36,13694
StopPoint:23:360,13440
StopPoint:23:361,13439
StopPoint:23:362,423036
StopPoint:23:363,423037
StopPoint:23:365,13898
StopPoint:23:366,13899
StopPoint:23:367,13403
StopPoint:23:368,13402
StopPoint:23:369,13900
StopPoint:23:37,13514
StopPoint:23:370,13901
StopPoint:23:371,13902
StopPoint:23:372,13903
StopPoint:23:373,13904
StopPoint:23:374,13905
StopPoint:23:375,13906
StopPoint:23:376,13907
StopPoint:23:377,13379
StopPoint:23:378,13397
StopPoint:23:379,13396
StopPoint:23:38,13513
StopPoint:23:382,13378
StopPoint:23:383,13405
StopPoint:23:384,13404
StopPoint:23:385,423051
StopPoint:23:386,13908
StopPoint:23:387,13395
StopPoint:23:388,13394
StopPoint:23:39,13695
StopPoint:23:391,5974
StopPoint:23:392,22318
StopPoint:23:393,5809
StopPoint:23:394,5808
StopPoint:23:395,13913
StopPoint:23:396,13914
StopPoint:23:397,13915
StopPoint:23:399,22315
StopPoint:23:4,13674
StopPoint:23:40,13696
StopPoint:23:400,5799
StopPoint:23:401,13918
StopPoint:23:402,13919
StopPoint:23:403,39862
StopPoint:23:404,5812
StopPoint:23:405,5955
StopPoint:23:406,5976
StopPoint:23:407,13924
StopPoint:23:408,13925
StopPoint:23:409,13926
StopPoint:23:41,13697
StopPoint:23:411,13927
StopPoint:23:412,13928
StopPoint:23:413,13929
StopPoint:23:414,13930
StopPoint:23:415,13931
StopPoint:23:416,13555
StopPoint:23:417,13933
StopPoint:23:418,34689
StopPoint:23:419,13422
StopPoint:23:42,13698
StopPoint:23:420,13934
StopPoint:23:421,412273
StopPoint:23:422,13417
StopPoint:23:423,13418
StopPoint:23:424,13936
StopPoint:23:426,13937
StopPoint:23:427,13938
StopPoint:23:428,34883
StopPoint:23:429,13412
StopPoint:23:43,13699
StopPoint:23:430,13939
StopPoint:23:431,13413
StopPoint:23:432,13414
StopPoint:23:433,13940
StopPoint:23:434,13941
StopPoint:23:435,13942
StopPoint:23:436,13943
StopPoint:23:439,13944
StopPoint:23:440,13945
StopPoint:23:441,13946
StopPoint:23:442,13947
StopPoint:23:443,13948
StopPoint:23:444,35025
StopPoint:23:445,34884
StopPoint:23:447,13950
StopPoint:23:449,13952
StopPoint:23:45,13509
StopPoint:23:450,13953
StopPoint:23:451,13954
StopPoint:23:453,35022
StopPoint:23:454,423073
StopPoint:23:455,423074
StopPoint:23:456,13957
StopPoint:23:457,13958
StopPoint:23:458,13959
StopPoint:23:459,13960
StopPoint:23:46,13510
StopPoint:23:460,13961
StopPoint:23:461,13962
StopPoint:23:462,13963
StopPoint:23:463,13964
StopPoint:23:464,13965
StopPoint:23:465,13966
StopPoint:23:466,13967
StopPoint:23:468,13426
StopPoint:23:469,13427
StopPoint:23:47,13700
StopPoint:23:470,13968
StopPoint:23:471,13429
StopPoint:23:472,13430
StopPoint:23:475,13970
StopPoint:23:476,13971
StopPoint:23:477,13972
StopPoint:23:478,13973
StopPoint:23:479,423077
StopPoint:23:48,13701
StopPoint:23:480,424961
StopPoint:23:481,13974
StopPoint:23:482,13975
StopPoint:23:483,13976
StopPoint:23:484,13977
StopPoint:23:485,13978
StopPoint:23:486,13979
StopPoint:23:487,13980
StopPoint:23:488,13981
StopPoint:23:489,13982
StopPoint:23:49,13702
StopPoint:23:490,13983
StopPoint:23:491,13984
StopPoint:23:492,13985
StopPoint:23:493,13986
StopPoint:23:495,13988
StopPoint:23:496,13989
StopPoint:23:497,13990
StopPoint:23:498,13991
StopPoint:23:50,13703
StopPoint:23:506,13996
StopPoint:23:507,13997
StopPoint:23:508,13998
StopPoint:23:509,13999
StopPoint:23:510,420492
StopPoint:23:511,14001
StopPoint:23:512,14002
StopPoint:23:513,32854
StopPoint:23:514,14004
StopPoint:23:515,14005
StopPoint:23:518,14008
StopPoint:23:519,14009
StopPoint:23:522,14010
StopPoint:23:523,14011
StopPoint:23:526,14014
StopPoint:23:527,14015
StopPoint:23:5271,23076
StopPoint:23:5272,39880
StopPoint:23:5273,39881
StopPoint:23:5274,39882
StopPoint:23:5275,39883
StopPoint:23:5276,419204
StopPoint:23:5277,419205
StopPoint:23:5278,419203
StopPoint:23:530,13499
StopPoint:23:531,13498
StopPoint:23:532,32836
StopPoint:23:533,8265
StopPoint:23:536,14020
StopPoint:23:538,14021
StopPoint:23:539,14022
StopPoint:23:540,14023
StopPoint:23:541,423105
StopPoint:23:542,13505
StopPoint:23:543,13504
StopPoint:23:544,423112
StopPoint:23:545,34529
StopPoint:23:546,34711
StopPoint:23:547,13503
StopPoint:23:548,423106
StopPoint:23:549,13559
StopPoint:23:550,14026
StopPoint:23:552,14027
StopPoint:23:553,14028
StopPoint:23:554,14029
StopPoint:23:555,423109
StopPoint:23:556,34891
StopPoint:23:557,423110
StopPoint:23:561,13447
StopPoint:23:562,13483
StopPoint:23:563,13484
StopPoint:23:564,13485
StopPoint:23:565,13486
StopPoint:23:566,14031
StopPoint:23:567,14032
StopPoint:23:568,13495
StopPoint:23:569,13496
StopPoint:23:570,14033
StopPoint:23:571,14034
StopPoint:23:572,13445
StopPoint:23:573,13446
StopPoint:23:574,14035
StopPoint:23:575,14036
StopPoint:23:576,5575
StopPoint:23:577,5574
StopPoint:23:578,14039
StopPoint:23:58,13432
StopPoint:23:580,13443
StopPoint:23:581,13444
StopPoint:23:582,14040
StopPoint:23:583,14041
StopPoint:23:584,14042
StopPoint:23:585,14043
StopPoint:23:586,14044
StopPoint:23:587,14045
StopPoint:23:588,14046
StopPoint:23:589,14047
StopPoint:23:59,13431
StopPoint:23:590,14048
StopPoint:23:591,14049
StopPoint:23:592,13493
StopPoint:23:593,13494
StopPoint:23:594,14050
StopPoint:23:595,14051
StopPoint:23:596,14052
StopPoint:23:597,14053
StopPoint:23:598,14054
StopPoint:23:60,13372
StopPoint:23:600,13449
StopPoint:23:601,424017
StopPoint:23:603,14055
StopPoint:23:604,14056
StopPoint:23:605,424018
StopPoint:23:606,13450
StopPoint:23:607,13562
StopPoint:23:608,13563
StopPoint:23:609,14057
StopPoint:23:61,13371
StopPoint:23:610,14058
StopPoint:23:611,14059
StopPoint:23:614,5510
StopPoint:23:615,5511
StopPoint:23:616,14060
StopPoint:23:617,14061
StopPoint:23:618,13565
StopPoint:23:619,13564
StopPoint:23:62,13704
StopPoint:23:620,8928
StopPoint:23:621,14063
StopPoint:23:622,14064
StopPoint:23:623,14065
StopPoint:23:626,14066
StopPoint:23:627,14067
StopPoint:23:628,13568
StopPoint:23:629,13569
StopPoint:23:63,13705
StopPoint:23:633,13489
StopPoint:23:634,13490
StopPoint:23:635,32899
StopPoint:23:636,13567
StopPoint:23:638,13488
StopPoint:23:639,13491
StopPoint:23:640,13492
StopPoint:23:641,14068
StopPoint:23:643,34625
StopPoint:23:644,4123
StopPoint:23:647,14071
StopPoint:23:648,14072
StopPoint:23:65,13707
StopPoint:23:657,9262
StopPoint:23:658,9261
StopPoint:23:66,13708
StopPoint:23:67,13709
StopPoint:23:670,5911
StopPoint:23:671,5912
StopPoint:23:68,13710
StopPoint:23:681,14077
StopPoint:23:682,14078
StopPoint:23:69,13711
StopPoint:23:693,14079
StopPoint:23:694,14080
StopPoint:23:7,13675
StopPoint:23:70,13712
StopPoint:23:71,13713
StopPoint:23:72,13714
StopPoint:23:74,13715
StopPoint:23:75,13716
StopPoint:23:76,13717
StopPoint:23:77,13718
StopPoint:23:78,423031
StopPoint:23:79,13719
StopPoint:23:8,13676
StopPoint:23:80,13720
StopPoint:23:803,14081
StopPoint:23:804,14082
StopPoint:23:805,34553
StopPoint:23:807,14084
StopPoint:23:81,13721
StopPoint:23:811,14085
StopPoint:23:812,14086
StopPoint:23:813,14087
StopPoint:23:814,14088
StopPoint:23:815,14089
StopPoint:23:819,14090
StopPoint:23:82,13722
StopPoint:23:820,14091
StopPoint:23:821,14092
StopPoint:23:825,14093
StopPoint:23:826,14094
StopPoint:23:827,14095
StopPoint:23:83,13723
StopPoint:23:830,14096
StopPoint:23:831,14097
StopPoint:23:832,14098
StopPoint:23:833,14099
StopPoint:23:835,14100
StopPoint:23:836,14101
StopPoint:23:837,14102
StopPoint:23:84,13724
StopPoint:23:842,14103
StopPoint:23:843,14104
StopPoint:23:849,5838
StopPoint:23:85,13725
StopPoint:23:851,14106
StopPoint:23:86,13726
StopPoint:23:863,14107
StopPoint:23:864,14108
StopPoint:23:866,14109
StopPoint:23:867,14110
StopPoint:23:869,14111
StopPoint:23:87,13727
StopPoint:23:870,14112
StopPoint:23:871,14113
StopPoint:23:873,14114
StopPoint:23:875,14115
StopPoint:23:877,14116
StopPoint:23:878,14117
StopPoint:23:879,14118
StopPoint:23:88,13728
StopPoint:23:885,34871
StopPoint:23:886,14120
StopPoint:23:887,14121
StopPoint:23:89,13729
StopPoint:23:891,14122
StopPoint:23:893,14124
StopPoint:23:894,14125
StopPoint:23:9,13677
StopPoint:23:90,13730
StopPoint:23:900,14126
StopPoint:23:901,14127
StopPoint:23:905,14128
StopPoint:23:907,14129
StopPoint:23:909,18371
StopPoint:23:91,13731
StopPoint:23:910,18370
StopPoint:23:911,34739
StopPoint:23:912,14134
StopPoint:23:916,14135
StopPoint:23:918,5975
StopPoint:23:92,13732
StopPoint:23:920,14137
StopPoint:23:923,14138
StopPoint:23:924,5839
StopPoint:23:925,14140
StopPoint:23:927,32540
StopPoint:23:928,13599
StopPoint:23:929,423087
StopPoint:23:93,13733
StopPoint:23:930,14141
StopPoint:23:931,14142
StopPoint:23:933,14143
StopPoint:23:936,14144
StopPoint:23:937,14145
StopPoint:23:939,14146
StopPoint:23:94,13734
StopPoint:23:940,14147
StopPoint:23:941,8757
StopPoint:23:942,8724
StopPoint:23:943,14150
StopPoint:23:945,14151
StopPoint:23:946,423095
StopPoint:23:947,423096
StopPoint:23:95,23052
StopPoint:23:951,14152
StopPoint:23:953,14153
StopPoint:23:954,14154
StopPoint:23:955,14155
StopPoint:23:958,14156
StopPoint:23:959,14157
StopPoint:23:96,13735
StopPoint:23:961,14158
StopPoint:23:962,14159
StopPoint:23:963,14160
StopPoint:23:964,14161
StopPoint:23:965,14162
StopPoint:23:966,14163
StopPoint:23:968,14165
StopPoint:23:969,14166
StopPoint:23:97,13736
StopPoint:23:970,14167
StopPoint:23:971,14168
StopPoint:23:972,14169
StopPoint:23:973,14170
StopPoint:23:974,14171
StopPoint:23:975,14172
StopPoint:23:978,419203
StopPoint:23:98,13737
StopPoint:23:99,13738
StopPoint:23:992,14174
StopPoint:23:993,14175
StopPoint:23:994,14176
StopPoint:23:995,14177
StopPoint:23:997,14178
StopPoint:23:999,424618
StopPoint:24:10193,4783
StopPoint:24:10194,4784
StopPoint:24:10195,4785
StopPoint:24:10196,4786
StopPoint:24:10197,4787
StopPoint:24:10198,4788
StopPoint:24:10199,4789
StopPoint:24:10200,4790
StopPoint:24:10201,4791
StopPoint:24:10202,4792
StopPoint:24:10203,4793
StopPoint:24:10432,4794
StopPoint:24:10433,4795
StopPoint:24:10538,2792
StopPoint:24:10539,2793
StopPoint:24:10649,4796
StopPoint:24:10650,4797
StopPoint:24:10651,4798
StopPoint:24:10652,4799
StopPoint:24:10653,4800
StopPoint:24:10654,4801
StopPoint:24:10764,4803
StopPoint:24:10769,4806
StopPoint:24:10770,11462
StopPoint:24:11466,4812
StopPoint:24:11467,4813
StopPoint:24:11468,4814
StopPoint:24:11469,4815
StopPoint:24:11470,4816
StopPoint:24:11471,4817
StopPoint:24:11472,4818
StopPoint:24:11473,4819
StopPoint:24:11474,416758
StopPoint:24:11475,416758
StopPoint:24:11678,4820
StopPoint:24:11679,4821
StopPoint:24:11707,4822
StopPoint:24:11708,4823
StopPoint:24:14715,4824
StopPoint:24:14718,4825
StopPoint:24:14720,4826
StopPoint:24:14724,4827
StopPoint:24:14725,4827
StopPoint:24:14729,31724
StopPoint:24:14731,31774
StopPoint:24:14732,9147
StopPoint:24:14733,4830
StopPoint:24:14735,9148
StopPoint:24:14736,31814
StopPoint:24:14737,4831
StopPoint:24:14738,4832
StopPoint:24:14739,4833
StopPoint:24:14742,4834
StopPoint:24:14743,4835
StopPoint:24:14744,31773
StopPoint:24:14745,4837
StopPoint:24:14746,4838
StopPoint:24:14749,4839
StopPoint:24:14750,4840
StopPoint:24:14758,4841
StopPoint:24:14759,4842
StopPoint:24:14760,4843
StopPoint:24:14761,4844
StopPoint:24:14762,4845
StopPoint:24:14763,4846
StopPoint:24:14764,4847
StopPoint:24:14765,4848
StopPoint:24:14766,31725
StopPoint:24:14768,4850
StopPoint:24:14769,4851
StopPoint:24:14770,4852
StopPoint:24:14771,4853
StopPoint:24:14772,4854
StopPoint:24:14773,4855
StopPoint:24:14774,31335
StopPoint:24:14775,31334
StopPoint:24:14776,4858
StopPoint:24:14777,4859
StopPoint:24:14778,424203
StopPoint:24:14779,31719
StopPoint:24:14780,4862
StopPoint:24:14782,25075
StopPoint:24:14783,4863
StopPoint:24:14784,9935
StopPoint:24:14788,4864
StopPoint:24:14789,4865
StopPoint:24:14790,8594
StopPoint:24:14791,8594
StopPoint:24:14792,8595
StopPoint:24:14793,8596
StopPoint:24:14794,8597
StopPoint:24:14795,8598
StopPoint:24:14798,8599
StopPoint:24:14799,8600
StopPoint:24:14800,25076
StopPoint:24:14804,9154
StopPoint:24:14805,9155
StopPoint:24:14806,9156
StopPoint:24:14807,9157
StopPoint:24:14808,9158
StopPoint:24:14809,9159
StopPoint:24:14810,9160
StopPoint:24:14811,9161
StopPoint:24:14812,9162
StopPoint:24:14813,9163
StopPoint:24:14814,9164
StopPoint:24:14815,31722
StopPoint:24:14816,9166
StopPoint:24:14819,9167
StopPoint:24:14820,9168
StopPoint:24:14821,9169
StopPoint:24:14822,9170
StopPoint:24:14829,9173
StopPoint:24:14830,9174
StopPoint:24:14831,31872
StopPoint:24:14832,31942
StopPoint:24:14837,9181
StopPoint:24:14838,9182
StopPoint:24:14839,9183
StopPoint:24:14840,9184
StopPoint:24:14841,9185
StopPoint:24:14842,9186
StopPoint:24:14843,9187
StopPoint:24:14844,425702
StopPoint:24:14845,9188
StopPoint:24:14846,9188
StopPoint:24:14847,9189
StopPoint:24:14848,9190
StopPoint:24:14851,9193
StopPoint:24:14852,9194
StopPoint:24:14853,9195
StopPoint:24:14854,9196
StopPoint:24:14855,9197
StopPoint:24:14856,9198
StopPoint:24:14857,9199
StopPoint:24:14858,9200
StopPoint:24:14859,9201
StopPoint:24:14860,9202
StopPoint:24:14861,9203
StopPoint:24:14870,9210
StopPoint:24:14871,9211
StopPoint:24:14872,9212
StopPoint:24:14873,9213
StopPoint:24:14876,31815
StopPoint:24:14877,9217
StopPoint:24:14880,9220
StopPoint:24:14881,9221
StopPoint:24:14882,9222
StopPoint:24:14883,9223
StopPoint:24:14884,9224
StopPoint:24:14885,9225
StopPoint:24:14896,35969
StopPoint:24:14897,9890
StopPoint:24:14898,9936
StopPoint:24:14899,9937
StopPoint:24:14903,25077
StopPoint:24:14904,10302
StopPoint:24:14906,10303
StopPoint:24:14907,10376
StopPoint:24:14908,10377
StopPoint:24:14909,10378
StopPoint:24:14911,27203
StopPoint:24:14912,27204
StopPoint:24:14914,12395
StopPoint:24:14915,12396
StopPoint:24:14916,12397
StopPoint:24:14917,12816
StopPoint:24:14918,12817
StopPoint:24:14920,12818
StopPoint:24:14921,12819
StopPoint:24:14922,12820
StopPoint:24:14923,12821
StopPoint:24:14924,2159
StopPoint:24:14925,38972
StopPoint:24:14926,12824
StopPoint:24:14928,14494
StopPoint:24:14931,20298
StopPoint:24:14932,12827
StopPoint:24:14933,42068
StopPoint:24:14934,42069
StopPoint:24:14935,42070
StopPoint:24:14936,415752
StopPoint:24:14937,12831
StopPoint:24:14939,42071
StopPoint:24:14940,12833
StopPoint:24:14941,12807
StopPoint:24:14942,12835
StopPoint:24:14943,12836
StopPoint:24:14944,12837
StopPoint:24:14960,416757
StopPoint:24:14966,14489
StopPoint:24:14968,17582
StopPoint:24:14969,17583
StopPoint:24:14973,29066
StopPoint:24:14974,29067
StopPoint:24:14975,4128
StopPoint:24:14976,4127
StopPoint:24:14977,4123
StopPoint:24:14978,34625
StopPoint:24:14981,4218
StopPoint:24:14982,4217
StopPoint:24:14983,29073
StopPoint:24:14989,29074
StopPoint:24:14990,29075
StopPoint:24:14991,4068
StopPoint:24:14992,4067
StopPoint:24:14993,4064
StopPoint:24:14994,4063
StopPoint:24:14995,4104
StopPoint:24:14996,29081
StopPoint:24:14997,29082
StopPoint:24:15043,31381
StopPoint:24:15045,19780
StopPoint:24:15047,19781
StopPoint:24:15049,19782
StopPoint:24:15051,19783
StopPoint:24:15053,19784
StopPoint:24:15056,2160
StopPoint:24:15057,19785
StopPoint:24:15059,19786
StopPoint:24:15061,19787
StopPoint:24:15063,12165
StopPoint:24:15065,19789
StopPoint:24:15067,12154
StopPoint:24:15069,19791
StopPoint:24:15071,19792
StopPoint:24:15073,28168
StopPoint:24:15075,19794
StopPoint:24:15077,19795
StopPoint:24:15079,19796
StopPoint:24:15081,19797
StopPoint:24:15083,19798
StopPoint:24:15086,20447
StopPoint:24:15087,20448
StopPoint:24:15088,20449
StopPoint:24:15089,20450
StopPoint:24:15092,22728
StopPoint:24:15093,22729
StopPoint:24:15094,22730
StopPoint:24:15098,418855
StopPoint:24:15099,418856
StopPoint:24:15100,24227
StopPoint:24:15101,4642
StopPoint:24:15102,4642
StopPoint:24:15103,24228
StopPoint:24:15104,24229
StopPoint:24:15105,24230
StopPoint:24:15106,24230
StopPoint:24:15108,24231
StopPoint:24:15109,24232
StopPoint:24:15110,12825
StopPoint:24:15111,25910
StopPoint:24:15112,25911
StopPoint:24:15113,25912
StopPoint:24:15114,25913
StopPoint:24:15115,25914
StopPoint:24:15116,25915
StopPoint:24:15118,25917
StopPoint:24:15119,29084
StopPoint:24:15120,29085
StopPoint:24:15121,29086
StopPoint:24:15122,29087
StopPoint:24:15127,413461
StopPoint:24:15128,29089
StopPoint:24:15129,29090
StopPoint:24:15131,30109
StopPoint:24:15132,41612
StopPoint:24:15133,36171
StopPoint:24:15134,36172
StopPoint:24:15135,36173
StopPoint:24:15136,36174
StopPoint:24:15137,36175
StopPoint:24:15138,36176
StopPoint:24:15139,36177
StopPoint:24:15140,413458
StopPoint:24:15141,41613
StopPoint:24:15142,413459
StopPoint:24:15143,36178
StopPoint:24:15144,36179
StopPoint:24:15145,36180
StopPoint:24:15146,36182
StopPoint:24:15147,36182
StopPoint:24:15148,36183
StopPoint:24:15149,36184
StopPoint:24:15150,36185
StopPoint:24:15151,36186
StopPoint:24:15152,36187
StopPoint:24:15153,36188
StopPoint:24:15154,36189
StopPoint:24:15155,36190
StopPoint:24:15156,31671
StopPoint:24:15157,36192
StopPoint:24:15158,41614
StopPoint:24:15159,41615
StopPoint:24:15160,41616
