stop_id,ZDEr_ID_REF_A
StopPoint:59:3740532,28004
StopPoint:59:3740533,8442
StopPoint:59:3740534,39920
StopPoint:59:3740535,25093
StopPoint:59:3740536,26571
StopPoint:59:3740537,28001
StopPoint:59:3740538,25091
StopPoint:59:3740539,25102
StopPoint:59:3740540,25092
StopPoint:59:3740541,25099
StopPoint:59:3740542,9122
StopPoint:59:3740543,29454
StopPoint:59:3740544,39333
StopPoint:59:3740545,28005
StopPoint:59:3740546,9123
StopPoint:59:3740547,39922
StopPoint:59:3740548,39921
StopPoint:59:3740549,18234
StopPoint:59:3740550,25100
StopPoint:59:3740551,25096
StopPoint:59:3740552,25103
StopPoint:59:3740553,25097
StopPoint:59:3740554,25098
StopPoint:59:3740555,34170
StopPoint:59:3740557,27214
StopPoint:59:3740558,27213
StopPoint:59:3740559,28406
StopPoint:59:3740974,413167
StopPoint:59:3740975,413168
StopPoint:59:3740991,28181
StopPoint:59:3740992,28180
StopPoint:59:3740993,8260
StopPoint:59:3740994,28179
StopPoint:59:3740995,26585
StopPoint:59:3740996,28178
StopPoint:59:3741051,40094
StopPoint:59:3741052,39805
StopPoint:59:3741053,17567
StopPoint:59:3741054,22824
StopPoint:59:3741055,22823
StopPoint:59:3741056,14672
StopPoint:59:3741057,24697
StopPoint:59:3741058,24694
StopPoint:59:3741059,17568
StopPoint:59:3741060,24696
StopPoint:59:3741061,35192
StopPoint:59:3741062,27484
StopPoint:59:3741063,22932
StopPoint:59:3741064,29801
StopPoint:59:3741065,35193
StopPoint:59:3741066,24698
StopPoint:59:3741067,30137
StopPoint:59:3741068,24693
StopPoint:59:3741069,24695
StopPoint:59:3741070,17569
StopPoint:59:3741077,22933
StopPoint:59:3741078,24699
StopPoint:59:3741079,18208
StopPoint:59:3741080,18209
StopPoint:59:3741081,26960
StopPoint:59:3741082,26959
StopPoint:59:3741083,25211
StopPoint:59:3741084,25212
StopPoint:59:3741085,25210
StopPoint:59:3741090,36591
StopPoint:59:3741093,26588
StopPoint:59:3741094,25209
StopPoint:59:3741095,27889
StopPoint:59:3743492,27791
StopPoint:59:3743494,27792
StopPoint:59:3743496,27789
StopPoint:59:3743518,22905
StopPoint:59:3747809,40151
StopPoint:59:3747815,28558
StopPoint:59:3747817,27316
StopPoint:59:3747818,29437
StopPoint:59:3747819,27320
StopPoint:59:3747821,29430
StopPoint:59:3747822,29441
StopPoint:59:3747823,29444
StopPoint:59:3747824,29423
StopPoint:59:3747825,29435
StopPoint:59:3747826,29449
StopPoint:59:3747827,29442
StopPoint:59:3747828,29439
StopPoint:59:3747829,29433
StopPoint:59:3747830,29434
StopPoint:59:3747831,29422
StopPoint:59:3747832,26182
StopPoint:59:3747834,28401
StopPoint:59:3747836,28393
StopPoint:59:3747837,22801
StopPoint:59:3747838,29440
StopPoint:59:3747840,23648
StopPoint:59:3747841,25301
StopPoint:59:3747842,29428
StopPoint:59:3747843,29424
StopPoint:59:3747844,23647
StopPoint:59:3747845,25305
StopPoint:59:3747846,37703
StopPoint:59:3747847,29425
StopPoint:59:3747848,29429
StopPoint:59:3747849,25300
StopPoint:59:3747850,25303
StopPoint:59:3747851,25306
StopPoint:59:3747852,36096
StopPoint:59:3747853,25304
StopPoint:59:3747854,29450
StopPoint:59:3747855,29445
StopPoint:59:3747856,29448
StopPoint:59:3747857,29426
StopPoint:59:3747858,25299
StopPoint:59:3747859,29432
StopPoint:59:3747860,37543
StopPoint:59:3747861,25302
StopPoint:59:3747862,36648
StopPoint:59:3747863,37545
StopPoint:59:3747864,29451
StopPoint:59:3747865,39886
StopPoint:59:3747868,9111
StopPoint:59:3747869,36551
StopPoint:59:3747870,27318
StopPoint:59:3747871,39887
StopPoint:59:3747872,29447
StopPoint:59:3747873,24797
StopPoint:59:3747874,29452
StopPoint:59:3747875,29443
StopPoint:59:3747876,29427
StopPoint:59:3747877,29436
StopPoint:59:3747878,29446
StopPoint:59:3747879,29438
StopPoint:59:3747880,29431
StopPoint:59:3747881,36556
StopPoint:59:3747905,39889
StopPoint:59:3747909,39888
StopPoint:59:3747910,30112
StopPoint:59:3747911,28632
StopPoint:59:3747912,28387
StopPoint:59:3747913,28389
StopPoint:59:3747914,23645
StopPoint:59:3747915,22818
StopPoint:59:3747916,40849
StopPoint:59:3747917,37705
StopPoint:59:3747918,40850
StopPoint:59:3747919,23642
StopPoint:59:3747920,23643
StopPoint:59:3747921,23633
StopPoint:59:3747922,23637
StopPoint:59:3747923,23636
StopPoint:59:3747924,23640
StopPoint:59:3747925,37531
StopPoint:59:3747926,23635
StopPoint:59:3747927,27472
StopPoint:59:3747928,23639
StopPoint:59:3747929,27471
StopPoint:59:3747930,36512
StopPoint:59:3747931,23632
StopPoint:59:3747932,22819
StopPoint:59:3747933,23638
StopPoint:59:3747934,23641
StopPoint:59:3747935,37533
StopPoint:59:3747936,23626
StopPoint:59:3747937,23627
StopPoint:59:3747938,23634
StopPoint:59:3747939,9132
StopPoint:59:3747940,25522
StopPoint:59:3747941,25523
StopPoint:59:3747942,37530
StopPoint:59:3747943,22802
StopPoint:59:3747944,25518
StopPoint:59:3747945,25524
StopPoint:59:3747946,2280
StopPoint:59:3747947,25521
StopPoint:59:3747948,24801
StopPoint:59:3747949,25519
StopPoint:59:3747950,37532
StopPoint:59:3747952,9133
StopPoint:59:3747954,22820
StopPoint:59:3747955,24804
StopPoint:59:3747956,24803
StopPoint:59:3747960,21173
StopPoint:59:3747961,30113
StopPoint:59:3747962,22821
StopPoint:59:3747963,24802
StopPoint:59:3747964,23644
StopPoint:59:3747965,23646
StopPoint:59:3747966,37706
StopPoint:59:3747967,28261
StopPoint:59:3747968,28388
StopPoint:59:3747969,39925
StopPoint:59:3748041,39892
StopPoint:59:3748043,41719
StopPoint:59:3748044,28026
StopPoint:59:3748045,22643
StopPoint:59:3748046,26788
StopPoint:59:3748047,26355
StopPoint:59:3748048,28418
StopPoint:59:3748049,28633
StopPoint:59:3748050,28634
StopPoint:59:3748051,36649
StopPoint:59:3748052,27228
StopPoint:59:3748053,36306
StopPoint:59:3748054,26347
StopPoint:59:3748055,26357
StopPoint:59:3748056,26360
StopPoint:59:3748059,24983
StopPoint:59:3748060,24985
StopPoint:59:3748061,24975
StopPoint:59:3748062,24979
StopPoint:59:3748063,24981
StopPoint:59:3748064,24980
StopPoint:59:3748065,24974
StopPoint:59:3748066,426148
StopPoint:59:3748073,24823
StopPoint:59:3748074,24824
StopPoint:59:3748079,36652
StopPoint:59:3748083,26543
StopPoint:59:3748084,426149
StopPoint:59:3748086,24984
StopPoint:59:3748087,24977
StopPoint:59:3748088,24978
StopPoint:59:3748089,39891
StopPoint:59:3748090,39893
StopPoint:59:3748091,24986
StopPoint:59:3748094,29790
StopPoint:59:3748095,36651
StopPoint:59:3748096,26362
StopPoint:59:3748097,26359
StopPoint:59:3749638,22776
StopPoint:59:3749639,22774
StopPoint:59:3749641,25941
StopPoint:59:3749642,25940
StopPoint:59:3749643,22773
StopPoint:59:3749644,24769
StopPoint:59:3749645,25939
StopPoint:59:3749646,24777
StopPoint:59:3749647,24773
StopPoint:59:3749648,24785
StopPoint:59:3749649,9873
StopPoint:59:3749650,24787
StopPoint:59:3749651,24775
StopPoint:59:3749652,22799
StopPoint:59:3749653,24770
StopPoint:59:3749654,24778
StopPoint:59:3749655,24782
StopPoint:59:3749657,24783
StopPoint:59:3749658,24789
StopPoint:59:3749659,24772
StopPoint:59:3749660,24786
StopPoint:59:3749661,24781
StopPoint:59:3749662,24790
StopPoint:59:3749665,24784
StopPoint:59:3749666,24774
StopPoint:59:3749667,24779
StopPoint:59:3749668,24780
StopPoint:59:3749669,24776
StopPoint:59:3749670,24771
StopPoint:59:3749671,24788
StopPoint:59:3749672,9895
StopPoint:59:3749675,8453
StopPoint:59:3749678,29789
StopPoint:59:3749680,28571
StopPoint:59:3749686,20002
StopPoint:59:3749687,35849
StopPoint:59:3749689,22737
StopPoint:59:3749691,39766
StopPoint:59:3749694,27326
StopPoint:59:3749695,27328
StopPoint:59:3749696,27322
StopPoint:59:3749697,27325
StopPoint:59:3749698,35137
StopPoint:59:3749699,27323
StopPoint:59:3749700,423950
StopPoint:59:3749701,423949
StopPoint:59:3749702,25307
StopPoint:59:3749703,26253
StopPoint:59:3749704,26257
StopPoint:59:3749705,26250
StopPoint:59:3749706,26254
StopPoint:59:3749707,26252
StopPoint:59:3749708,26248
StopPoint:59:3749709,26251
StopPoint:59:3749710,26255
StopPoint:59:3749711,26256
StopPoint:59:3749712,7753
StopPoint:59:3749713,28709
StopPoint:59:3749714,27345
StopPoint:59:3749715,28517
StopPoint:59:3749716,29278
StopPoint:59:3749717,29277
StopPoint:59:3749718,28708
StopPoint:59:3749720,40773
StopPoint:59:3749729,8534
StopPoint:59:3749730,22817
StopPoint:59:3749733,26258
StopPoint:59:3749738,22816
StopPoint:59:3749739,24813
StopPoint:59:3749743,26261
StopPoint:59:3749744,25821
StopPoint:59:3749745,24629
StopPoint:59:3749746,24807
StopPoint:59:3749747,26264
StopPoint:59:3749748,26273
StopPoint:59:3749749,24822
StopPoint:59:3749750,26272
StopPoint:59:3749751,26274
StopPoint:59:3749752,26269
StopPoint:59:3749753,26262
StopPoint:59:3749754,26266
StopPoint:59:3749755,26270
StopPoint:59:3749756,22501
StopPoint:59:3749757,26268
StopPoint:59:3749758,24812
StopPoint:59:3749759,24810
StopPoint:59:3749760,26259
StopPoint:59:3749761,26263
StopPoint:59:3749762,24818
StopPoint:59:3749763,22822
StopPoint:59:3749764,24811
StopPoint:59:3749768,8326
StopPoint:59:3749771,24814
StopPoint:59:3749772,24821
StopPoint:59:3749773,24809
StopPoint:59:3749774,26769
StopPoint:59:3749775,26765
StopPoint:59:3749776,26770
StopPoint:59:3749778,28674
StopPoint:59:3749779,22755
StopPoint:59:3749780,24817
StopPoint:59:3749782,24816
StopPoint:59:3749784,28564
StopPoint:59:3749787,8421
StopPoint:59:3749789,27215
StopPoint:59:3749792,24820
StopPoint:59:3749793,24815
StopPoint:59:3749794,26271
StopPoint:59:3749795,24819
StopPoint:59:3749796,24808
StopPoint:59:3749797,26260
StopPoint:59:3749875,22767
StopPoint:59:3749876,22768
StopPoint:59:3749877,17566
StopPoint:59:3749878,36293
StopPoint:59:3749879,36294
StopPoint:59:3749880,22769
StopPoint:59:3749881,39319
StopPoint:59:3749882,8446
StopPoint:59:3749883,39321
StopPoint:59:3749884,24250
StopPoint:59:3749885,28675
StopPoint:59:3749886,24264
StopPoint:59:3749887,39816
StopPoint:59:3749888,39323
StopPoint:59:3749889,25758
StopPoint:59:3749890,24267
StopPoint:59:3749891,24265
StopPoint:59:3749892,24263
StopPoint:59:3749893,34179
StopPoint:59:3749894,24268
StopPoint:59:3749895,36301
StopPoint:59:3749896,20122
StopPoint:59:3749897,26345
StopPoint:59:3749898,26313
StopPoint:59:3749899,22765
StopPoint:59:3749900,26314
StopPoint:59:3749901,22766
StopPoint:59:3749902,26177
StopPoint:59:3749903,37352
StopPoint:59:3749904,22770
StopPoint:59:3749905,26178
StopPoint:59:3749906,22771
StopPoint:59:3749907,26179
StopPoint:59:3749908,27488
StopPoint:59:3749909,22772
StopPoint:59:3749918,8412
StopPoint:59:3749920,28229
StopPoint:59:3749921,36554
StopPoint:59:3749923,22756
StopPoint:59:3749924,26343
StopPoint:59:3749925,22757
StopPoint:59:3749926,26344
StopPoint:59:3749927,26342
StopPoint:59:3749929,25943
StopPoint:59:3749933,426972
StopPoint:59:3749936,35852
StopPoint:59:3749937,39809
StopPoint:59:3749941,36300
StopPoint:59:3749942,24266
StopPoint:59:3749943,27047
StopPoint:59:3749944,24270
StopPoint:59:3749945,24269
StopPoint:59:3749946,39817
StopPoint:59:3749947,40033
StopPoint:59:3749949,26004
StopPoint:59:3749950,40778
StopPoint:59:3749951,21698
StopPoint:59:3749952,26007
StopPoint:59:3749953,39731
StopPoint:59:3749954,28366
StopPoint:59:3749955,413288
StopPoint:59:3749956,39838
StopPoint:59:3749960,417931
StopPoint:59:3749961,8118
StopPoint:59:3749962,420783
StopPoint:59:3749963,26009
StopPoint:59:3749964,28361
StopPoint:59:3749967,28359
StopPoint:59:3749968,28362
StopPoint:59:3749970,28364
StopPoint:59:3749976,420782
StopPoint:59:3749977,22940
StopPoint:59:3749982,28255
StopPoint:59:3749984,9113
StopPoint:59:3749985,24940
StopPoint:59:3749986,28363
StopPoint:59:3749987,22518
StopPoint:59:3749990,26006
StopPoint:59:3750022,24671
StopPoint:59:3750023,24673
StopPoint:59:3750024,24674
StopPoint:59:3750026,24597
StopPoint:59:3750027,24668
StopPoint:59:3750028,37321
StopPoint:59:3750029,24675
StopPoint:59:3750030,24670
StopPoint:59:3750033,23162
StopPoint:59:3750034,10188
StopPoint:59:3750035,24676
StopPoint:59:3750036,24669
StopPoint:59:3750037,23163
StopPoint:59:3750038,10189
StopPoint:59:3750039,23164
StopPoint:59:3750040,24604
StopPoint:59:3750041,27901
StopPoint:59:3750042,27900
StopPoint:59:3750043,10190
StopPoint:59:3750044,39845
StopPoint:59:3750045,36633
StopPoint:59:3750046,24677
StopPoint:59:3750047,37320
StopPoint:59:3750048,24672
StopPoint:59:3754199,37832
StopPoint:59:3754201,26840
StopPoint:59:3754202,22795
StopPoint:59:3754203,37833
StopPoint:59:3754205,413250
StopPoint:59:3754207,413252
StopPoint:59:3754208,37831
StopPoint:59:3754209,26839
StopPoint:59:3754210,27438
StopPoint:59:3754263,35196
StopPoint:59:3754264,28221
StopPoint:59:3754265,28021
StopPoint:59:3754266,24147
StopPoint:59:3754267,24152
StopPoint:59:3754268,29815
StopPoint:59:3754270,24161
StopPoint:59:3754271,24148
StopPoint:59:3754272,24159
StopPoint:59:3754273,24162
StopPoint:59:3754274,36547
StopPoint:59:3754275,23614
StopPoint:59:3754276,26776
StopPoint:59:3754277,24157
StopPoint:59:3754278,24154
StopPoint:59:3754279,24151
StopPoint:59:3754280,24150
StopPoint:59:3754281,24149
StopPoint:59:3754282,24153
StopPoint:59:3754283,24156
StopPoint:59:3754284,24146
StopPoint:59:3754285,24145
StopPoint:59:3754286,24163
StopPoint:59:3754287,24155
StopPoint:59:3754288,24160
StopPoint:59:3754289,24164
StopPoint:59:3754290,28223
StopPoint:59:3754291,41630
StopPoint:59:3754292,24158
StopPoint:59:3754317,25267
StopPoint:59:3754318,28412
StopPoint:59:3754326,37251
StopPoint:59:3754327,37252
StopPoint:59:3754328,26904
StopPoint:59:3754329,10191
StopPoint:59:3754330,24392
StopPoint:59:3754331,24390
StopPoint:59:3754332,24391
StopPoint:59:3754333,37921
StopPoint:59:3754334,24389
StopPoint:59:3754335,24340
StopPoint:59:3754336,36005
StopPoint:59:3754337,10447
StopPoint:59:3754338,24393
StopPoint:59:3754339,37920
StopPoint:59:3755000,24214
StopPoint:59:3755002,29038
StopPoint:59:3755003,28919
StopPoint:59:3755004,24090
StopPoint:59:3755005,25290
StopPoint:59:3755006,37177
StopPoint:59:3755007,29039
StopPoint:59:3755008,21944
StopPoint:59:3755010,10435
StopPoint:59:3755011,24213
StopPoint:59:3755013,10441
StopPoint:59:3755014,10442
StopPoint:59:3755015,10443
StopPoint:59:3755016,24212
StopPoint:59:3755017,24211
StopPoint:59:3755018,10444
StopPoint:59:3755019,29162
StopPoint:59:3755021,39728
StopPoint:59:3757174,22902
StopPoint:59:3757177,27178
StopPoint:59:3757185,36585
StopPoint:59:3757186,27163
StopPoint:59:3757187,27162
StopPoint:59:3757188,27164
StopPoint:59:3757189,27169
StopPoint:59:3757190,36584
StopPoint:59:3757191,27167
StopPoint:59:3757192,27165
StopPoint:59:3757193,27166
StopPoint:59:3757194,27168
StopPoint:59:3757195,413146
StopPoint:59:3757199,413144
StopPoint:59:3757201,11628
StopPoint:59:3757206,21257
StopPoint:59:3757207,20457
StopPoint:59:3757208,3306
StopPoint:59:3757209,3309
StopPoint:59:3757210,20454
StopPoint:59:3757211,27181
StopPoint:59:3757212,22903
StopPoint:59:3757229,27173
StopPoint:59:3757230,27177
StopPoint:59:3757231,27172
StopPoint:59:3757232,27170
StopPoint:59:3757233,27174
StopPoint:59:3757234,27175
StopPoint:59:3757235,29944
StopPoint:59:3757236,27176
StopPoint:59:3757237,41712
StopPoint:59:3763974,22870
StopPoint:59:3763990,12649
StopPoint:59:3763992,39614
StopPoint:59:3763993,22899
StopPoint:59:3763995,39419
StopPoint:59:3763996,8206
StopPoint:59:3763999,22884
StopPoint:59:3764004,29874
StopPoint:59:3764005,35773
StopPoint:59:3764006,29045
StopPoint:59:3764007,8207
StopPoint:59:3764017,22888
StopPoint:59:3764018,30013
StopPoint:59:3764019,416587
StopPoint:59:3764022,22883
StopPoint:59:3764024,40166
StopPoint:59:3764087,22879
StopPoint:59:3764089,12275
StopPoint:59:3764098,413135
StopPoint:59:3764116,28176
StopPoint:59:3764117,28168
StopPoint:59:3764118,28169
StopPoint:59:3764120,28172
StopPoint:59:3764121,12156
StopPoint:59:3764122,29763
StopPoint:59:3764123,12294
StopPoint:59:3764124,29762
StopPoint:59:3764125,29760
StopPoint:59:3764126,12238
StopPoint:59:3764127,12237
StopPoint:59:3764128,10335
StopPoint:59:3764129,12248
StopPoint:59:3764130,12247
StopPoint:59:3764131,12274
StopPoint:59:3764132,12273
StopPoint:59:3764133,27155
StopPoint:59:3764134,10336
StopPoint:59:3764135,12168
StopPoint:59:3764136,12167
StopPoint:59:3764139,22886
StopPoint:59:3764140,20459
StopPoint:59:3764141,10334
StopPoint:59:3764143,22877
StopPoint:59:3764144,40388
StopPoint:59:3764430,29962
StopPoint:59:3764433,29979
StopPoint:59:3764435,28030
StopPoint:59:3764436,29977
StopPoint:59:3764437,22847
StopPoint:59:3764438,29974
StopPoint:59:3764439,29972
StopPoint:59:3764440,29961
StopPoint:59:3764441,29971
StopPoint:59:3764444,29975
StopPoint:59:3764445,29967
StopPoint:59:3764446,28433
StopPoint:59:3764447,26609
StopPoint:59:3764448,39399
StopPoint:59:3764449,29978
StopPoint:59:3764450,29968
StopPoint:59:3764454,28028
StopPoint:59:3764455,29960
StopPoint:59:3764456,12381
StopPoint:59:3764457,39324
StopPoint:59:3764458,25748
StopPoint:59:3764460,25760
StopPoint:59:3764461,9104
StopPoint:59:3764462,25759
StopPoint:59:3764463,25757
StopPoint:59:3764464,25755
StopPoint:59:3764465,29956
StopPoint:59:3764466,40007
StopPoint:59:3764467,28027
StopPoint:59:3764468,29970
StopPoint:59:3764469,29958
StopPoint:59:3764470,29965
StopPoint:59:3764471,29957
StopPoint:59:3764472,29963
StopPoint:59:3764473,29969
StopPoint:59:3764474,29973
StopPoint:59:3764475,25450
StopPoint:59:3764476,25749
StopPoint:59:3764477,25449
StopPoint:59:3764478,37265
StopPoint:59:3764479,37263
StopPoint:59:3764480,39398
StopPoint:59:3764483,28029
StopPoint:59:3764486,29964
StopPoint:59:3764488,29959
StopPoint:59:3764494,39794
StopPoint:59:3764496,28010
StopPoint:59:3764497,28014
StopPoint:59:3764498,25761
StopPoint:59:3764501,36297
StopPoint:59:3764506,26181
StopPoint:59:3764507,37354
StopPoint:59:3764508,37353
StopPoint:59:3764509,39814
StopPoint:59:3764515,26184
StopPoint:59:3764516,37365
StopPoint:59:3764517,37561
StopPoint:59:3764518,28018
StopPoint:59:3764522,26745
StopPoint:59:3764527,37363
StopPoint:59:3764535,28015
StopPoint:59:3764536,28017
StopPoint:59:3764537,28013
StopPoint:59:3764538,28007
StopPoint:59:3764540,22798
StopPoint:59:3764541,28011
StopPoint:59:3764547,28016
StopPoint:59:3764549,37727
StopPoint:59:3764551,28408
StopPoint:59:3764552,28563
StopPoint:59:3764553,28562
StopPoint:59:3764554,28019
StopPoint:59:3764604,39926
StopPoint:59:3764607,8425
StopPoint:59:3764608,39800
StopPoint:59:3764609,22745
StopPoint:59:3764610,22975
StopPoint:59:3764611,37122
StopPoint:59:3764615,39924
StopPoint:59:3764616,39779
StopPoint:59:3764620,8432
StopPoint:59:3764621,36548
StopPoint:59:3764622,22976
StopPoint:59:3764623,22977
StopPoint:59:3764624,39759
StopPoint:59:3764625,39768
StopPoint:59:3764626,39769
StopPoint:59:3764627,34169
StopPoint:59:3764628,26866
StopPoint:59:3764629,22978
StopPoint:59:3764630,39752
StopPoint:59:3764633,22967
StopPoint:59:3764635,415760
StopPoint:59:3764636,22966
StopPoint:59:3764637,22980
StopPoint:59:3764638,22981
StopPoint:59:3764639,22982
StopPoint:59:3764640,22983
StopPoint:59:3764641,22964
StopPoint:59:3764642,22962
StopPoint:59:3764646,37536
StopPoint:59:3764647,22984
StopPoint:59:3764648,22985
StopPoint:59:3764649,22986
StopPoint:59:3764675,22972
StopPoint:59:3764694,22965
StopPoint:59:3764698,27082
StopPoint:59:3764699,27084
StopPoint:59:3764700,27083
StopPoint:59:3764701,27076
StopPoint:59:3764702,27077
StopPoint:59:3764704,27078
StopPoint:59:3764705,27085
StopPoint:59:3764706,27075
StopPoint:59:3764707,39480
StopPoint:59:3764708,20099
StopPoint:59:3764709,37359
StopPoint:59:3764711,27079
StopPoint:59:3764712,26783
StopPoint:59:3764713,8445
StopPoint:59:3764714,27087
StopPoint:59:3764715,27073
StopPoint:59:3764721,39484
StopPoint:59:3764722,26346
StopPoint:59:3764723,41801
StopPoint:59:3764724,22968
StopPoint:59:3764725,39483
StopPoint:59:3764726,39481
StopPoint:59:3764727,39394
StopPoint:59:3764728,39395
StopPoint:59:3764730,39478
StopPoint:59:3764732,22969
StopPoint:59:3764736,41802
StopPoint:59:3764738,39477
StopPoint:59:3764739,39477
StopPoint:59:3764742,22970
StopPoint:59:3764746,26787
StopPoint:59:3764747,26757
StopPoint:59:3764748,37360
StopPoint:59:3764763,27074
StopPoint:59:3764764,26361
StopPoint:59:3764765,22971
StopPoint:59:3764776,39485
StopPoint:59:3764778,27086
StopPoint:59:3764779,27081
StopPoint:59:3764780,26348
StopPoint:59:3764781,39479
StopPoint:59:3764794,30011
StopPoint:59:3764796,22749
StopPoint:59:3764797,37524
StopPoint:59:3764799,37115
StopPoint:59:3764800,20100
StopPoint:59:3764801,37355
StopPoint:59:3764802,28265
StopPoint:59:3764804,27070
StopPoint:59:3764805,28266
StopPoint:59:3764806,27067
StopPoint:59:3764807,26956
StopPoint:59:3764809,422499
StopPoint:59:3764810,39791
StopPoint:59:3764816,27068
StopPoint:59:3764817,27069
StopPoint:59:3764818,30102
StopPoint:59:3764819,30106
StopPoint:59:3764820,30108
StopPoint:59:3764821,9120
StopPoint:59:3764822,30099
StopPoint:59:3764823,25291
StopPoint:59:3764824,22960
StopPoint:59:3764825,30104
StopPoint:59:3764826,22961
StopPoint:59:3764827,30096
StopPoint:59:3764828,30100
StopPoint:59:3764829,30095
StopPoint:59:3764830,30105
StopPoint:59:3764831,30094
StopPoint:59:3764832,30103
StopPoint:59:3764834,25722
StopPoint:59:3764835,29857
StopPoint:59:3764836,30029
StopPoint:59:3764838,30101
StopPoint:59:3764839,30098
StopPoint:59:3764840,30097
StopPoint:59:3764841,30107
StopPoint:59:3764845,37729
StopPoint:59:3764963,28433
StopPoint:59:3764965,28238
StopPoint:59:3764966,37734
StopPoint:59:3764967,37380
StopPoint:59:3764968,427582
StopPoint:59:3764969,28434
StopPoint:59:3764970,37732
StopPoint:59:3764971,27121
StopPoint:59:3764972,26746
StopPoint:59:3764973,26730
StopPoint:59:3764975,26675
StopPoint:59:3764976,9517
StopPoint:59:3764981,39722
StopPoint:59:3764984,28409
StopPoint:59:3764986,26886
StopPoint:59:3764987,26888
StopPoint:59:3764988,26884
StopPoint:59:3764989,26885
StopPoint:59:3764990,27122
StopPoint:59:3764991,26887
StopPoint:59:3764992,26755
StopPoint:59:3764994,28435
StopPoint:59:3764997,28432
StopPoint:59:3765147,34165
StopPoint:59:3765148,9121
StopPoint:59:3765150,28560
StopPoint:59:3765151,28540
StopPoint:59:3765152,420865
StopPoint:59:3765154,8411
StopPoint:59:3765155,8410
StopPoint:59:3765156,34173
StopPoint:59:3765157,27474
StopPoint:59:3765158,27475
StopPoint:59:3765159,26205
StopPoint:59:3765160,27476
StopPoint:59:3765161,26275
StopPoint:59:3765162,26278
StopPoint:59:3765163,26276
StopPoint:59:3765164,26277
StopPoint:59:3765165,9126
StopPoint:59:3765166,25780
StopPoint:59:3765169,26280
StopPoint:59:3765171,26281
StopPoint:59:3765172,26282
StopPoint:59:3765173,34174
StopPoint:59:3765174,25824
StopPoint:59:3765177,8120
StopPoint:59:3765180,24600
StopPoint:59:3765181,27478
StopPoint:59:3765182,24598
StopPoint:59:3765183,9127
StopPoint:59:3765186,29281
StopPoint:59:3765187,24601
StopPoint:59:3765188,24599
StopPoint:59:3765189,26279
StopPoint:59:3765190,27477
StopPoint:59:3765191,28407
StopPoint:59:3765193,22759
StopPoint:59:3765194,22760
StopPoint:59:3765201,37724
StopPoint:59:3765209,27093
StopPoint:59:3765210,28420
StopPoint:59:3765211,22714
StopPoint:59:3765212,22761
StopPoint:59:3765213,28416
StopPoint:59:3765214,35141
StopPoint:59:3765218,36305
StopPoint:59:3765219,28414
StopPoint:59:3765220,37722
StopPoint:59:3765221,26744
StopPoint:59:3765223,27088
StopPoint:59:3765224,26185
StopPoint:59:3765225,27095
StopPoint:59:3765226,27090
StopPoint:59:3765227,37721
StopPoint:59:3765228,26789
StopPoint:59:3765229,27094
StopPoint:59:3765230,25308
StopPoint:59:3765235,25320
StopPoint:59:3765236,25317
StopPoint:59:3765237,25321
StopPoint:59:3765238,25323
StopPoint:59:3765239,22763
StopPoint:59:3765240,25318
StopPoint:59:3765241,22764
StopPoint:59:3765242,25315
StopPoint:59:3765243,25316
StopPoint:59:3765244,25322
StopPoint:59:3765245,37720
StopPoint:59:3765247,25319
StopPoint:59:3765248,26747
StopPoint:59:3765249,39812
StopPoint:59:3765252,28421
StopPoint:59:3765255,37558
StopPoint:59:3765257,37136
StopPoint:59:3765258,37366
StopPoint:59:3765259,27104
StopPoint:59:3765260,26778
StopPoint:59:3765261,29814
StopPoint:59:3765263,23185
StopPoint:59:3765264,22835
StopPoint:59:3765265,37224
StopPoint:59:3765266,27100
StopPoint:59:3765268,26352
StopPoint:59:3765269,27097
StopPoint:59:3765272,27105
StopPoint:59:3765273,37725
StopPoint:59:3765274,27096
StopPoint:59:3765275,18205
StopPoint:59:3765276,29418
StopPoint:59:3765277,36295
StopPoint:59:3765278,36539
StopPoint:59:3765279,26550
StopPoint:59:3765280,29421
StopPoint:59:3765282,27106
StopPoint:59:3765283,26555
StopPoint:59:3765284,29415
StopPoint:59:3765285,26556
StopPoint:59:3765286,26545
StopPoint:59:3765287,26557
StopPoint:59:3765288,26552
StopPoint:59:3765289,18204
StopPoint:59:3765290,27098
StopPoint:59:3765291,27107
StopPoint:59:3765292,27108
StopPoint:59:3765295,27099
StopPoint:59:3765296,27101
StopPoint:59:3765297,27102
StopPoint:59:3765298,27103
StopPoint:59:3765299,37225
StopPoint:59:3765300,22836
StopPoint:59:3765301,26676
StopPoint:59:3765302,41817
StopPoint:59:3765303,26780
StopPoint:59:3765304,26779
StopPoint:59:3765305,27109
StopPoint:59:3765417,36095
StopPoint:59:3765419,25546
StopPoint:59:3765420,22325
StopPoint:59:3765421,29817
StopPoint:59:3765422,36689
StopPoint:59:3765423,27133
StopPoint:59:3765425,22845
StopPoint:59:3765426,27131
StopPoint:59:3765427,22846
StopPoint:59:3765428,37733
StopPoint:59:3765430,28569
StopPoint:59:3765433,28424
StopPoint:59:3765435,28425
StopPoint:59:3765436,34161
StopPoint:59:3765437,28570
StopPoint:59:3765438,36489
StopPoint:59:3765442,10298
StopPoint:59:3765444,18715
StopPoint:59:3765445,27132
StopPoint:59:3765446,27129
StopPoint:59:3765447,27327
StopPoint:59:3765448,27089
StopPoint:59:3765449,24867
