stop_area_id,lat,lon,name,osm:STIF:zone,osm:addr:city,osm:addr:postcode,osm:addr:street,osm:alt_name,osm:alt_ref:FR:uic8,osm:alt_uic_ref,osm:amenity,osm:bus,osm:description,osm:line:SNCF,osm:metro,osm:name,osm:name:CIF,osm:name:RATP,osm:name:RER,osm:name:TZen1,osm:name:Tice,osm:name:de,osm:name:es,osm:name:fr,osm:name:it,osm:name:pt,osm:name:ru,osm:network,osm:official_name,osm:old_name,osm:old_name:1889-~1900,osm:old_name:2006-12-15-~2010,osm:old_name:~1900-2006-12-15,osm:old_name:~2010-2012,osm:opening_hours,osm:operator,osm:platforms,osm:public_transport,osm:public_transport:version,osm:rail,osm:railway,osm:ref,osm:ref:FR:RATP,osm:ref:FR:STIF,osm:ref:FR:uic8,osm:ref:structurae,osm:short_name,osm:site,osm:source,osm:source:name,osm:station,osm:subway,osm:train,osm:tram,osm:tramway,osm:type,osm:type:RATP,osm:uic_name,osm:uic_ref,osm:wheelchair,osm:wikidata,osm:wikipedia
StopArea:Relation:7432849,49.0520406,2.0720755,Beaux Soleils,,,,,,,,,,,,,Beaux Soleils,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7433089,49.0559662,2.0645799,La Raviniere,,,,,,,,,,,,,La Raviniere,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7433090,49.055082999999996,2.0600951,Rue de Gency,,,,,,,,,,,,,Rue de Gency,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7435307,49.0628732,2.0910075999999997,Alsace-Bretagne,,,,,,,,,,,,,Alsace-Bretagne,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7435308,49.0615856,2.0875619,Boblingen,,,,,,,,,,,,,Boblingen,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7435309,49.058793699999995,2.089197,Place de la Paix,,,,,,,,,,,,,Place de la Paix,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7435310,49.061496299999995,2.0903218999999997,Normandie,,,,,,,,,,,,,Normandie,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7435311,49.063947399999996,2.0888557999999997,Croix Saint-Siméon,,,,,,,,,,,,,Croix Saint-Siméon,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7435312,49.049322599999996,2.0793594,Marcouville,,,,,,,,,,,,,Marcouville,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7435572,49.060990999999994,2.0938043,Hôpital Administration,,,,,,,,,,,,,Hôpital Administration,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7435608,49.0604337,2.0975655,Maison de retraite,,,,,,,,,,,,,Maison de retraite,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7435796,49.044467,2.010196,L'Orangerie,,,,,,,,,,,,,L'Orangerie,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7435797,49.047548,2.0178439,Avenue du Terroir,,,,,,,,,,,,,Avenue du Terroir,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7435798,49.0453088,2.0258285,Avenue de l'Embellie,,,,,,,,,,,,,Avenue de l'Embellie,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7437259,49.0363481,2.0170795,Boris Vian,,,,,,,,,,,,,Boris Vian,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7437260,49.031678199999995,2.0154879,Auguste Blanqui,,,,,,,,,,,,,Auguste Blanqui,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7437261,49.026797099999996,2.016596,Le Boulingrin,,,,,,,,,,,,,Le Boulingrin,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7437262,49.024237,2.0187125,Simone Signoret,,,,,,,,,,,,,Simone Signoret,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7437263,49.0240643,2.0214797,La Marnière,,,,,,,,,,,,,La Marnière,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7439622,49.0471903,2.0076736,Fief à Caven,,,,,,,,,,,,,Fief à Caven,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7439623,49.0490249,2.0040893,Les Grès,,,,,,,,,,,,,Les Grès,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7439624,49.0525763,2.0082440999999998,Les Explorateurs,,,,,,,,,,,,,Les Explorateurs,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7439625,49.0530903,2.0173939,Le Hazay,,,,,,,,,,,,,Le Hazay,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7439626,49.0524158,2.0234969,Le Bontemps,,,,,,,,,,,,,Le Bontemps,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7441243,49.031614499999996,1.9983247,Saint-Martin,,,,,,,,,,,,,Saint-Martin,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7441244,49.027909099999995,1.9877240999999999,Les Gros Saules,,,,,,,,,,,,,Les Gros Saules,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7441245,49.026080799999995,1.9829198,Pasteur,,,,,,,,,,,,,Pasteur,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7441247,49.0295159,1.9924057,La Jachère,,,,,,,,,,,,,La Jachère,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7441300,49.0519549,2.0281464,Chemin du Soleil,,,,,,,,,,,,,Chemin du Soleil,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7441302,49.0424212,2.0051221,Les Coudraies,,,,,,,,,,,,,Les Coudraies,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7441304,49.0347606,2.0004766,Place Claire Girard,,,,,,,,,,,,,Place Claire Girard,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7442327,49.0324004,2.0681826,Les Grouettes,,,,,,,,,,,,,Les Grouettes,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7442405,49.0334678,2.0663115999999997,Paradis,,,,,,,,,,,,,Paradis,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7442521,49.0273016,1.979428,Grande Pièce,,,,,,,,,,,,,Grande Pièce,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7442522,49.027956499999995,1.976302,Rangée,,,,,,,,,,,,,Rangée,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7442523,49.024995399999995,1.9770215999999998,Bas-Rucourt,,,,,,,,,,,,,Bas-Rucourt,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7442524,49.0268905,1.974065,Haut-Rucourt,,,,,,,,,,,,,Haut-Rucourt,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7442525,49.026000599999996,2.0058564999999997,Grande Rue,,,,,,,,,,,,,Grande Rue,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7442526,49.028911,2.0173649,Colucci-Gandhi,,,,,,,,,,,,,Colucci-Gandhi,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7442527,49.0422405,2.0445585,Gency,,,,,,,,,,,,,Gency,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7442528,49.0358715,2.0618715,Place de la Libération,,,,,,,,,,,,,Place de la Libération,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7444306,0,0,Quimper,,,,,,,,,,,,,Quimper,,,,,,,,,,,,,,,,,,,,SNCF,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,8747409,,,
StopArea:Relation:7446776,49.0706054,2.0746295999999997,Jean Jaurès,,,,,,,,,,,,,Jean Jaurès,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446777,49.069321099999996,2.0790176,Fleurance-Muguet,,,,,,,,,,,,,Fleurance-Muguet,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446778,49.056815,2.0854250999999997,Nobel,,,,,,,,,,,,,Nobel,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446779,49.059247299999996,2.0920015999999997,Charles Bouticourt,,,,,,,,,,,,,Charles Bouticourt,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446780,49.0517578,2.0984125,Cité Judiciaire,,,,,,,,,,,,,Cité Judiciaire,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446781,49.050290499999996,2.1029915999999997,Quai du Pothuis,,,,,,,,,,,,,Quai du Pothuis,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446819,49.0500038,2.0186195,Hérons,,,,,,,,,,,,,Hérons,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446820,49.049487299999996,2.0239654,Belle Haumière,,,,,,,,,,,,,Belle Haumière,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446821,49.049081,2.0300034,Musaraigne,,,,,,,,,,,,,Musaraigne,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446822,49.050731,2.0407864,Centaure-Martelet,,,,,,,,,,,,,Centaure-Martelet,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446823,49.0504594,2.0436503999999998,Le Verger,,,,,,,,,,,,,Le Verger,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446824,49.0611021,2.0660678,Square des Artistes,,,,,,,,,,,,,Square des Artistes,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446825,49.0638912,2.0648239999999998,Château de Grouchy,,,,,,,,,,,,,Château de Grouchy,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446826,49.0686044,2.0681971999999997,Voltigeurs,,,,,,,,,,,,,Voltigeurs,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7446827,49.065453,2.0663519,Montgeroult,,,,,,,,,,,,,Montgeroult,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7447443,49.030775999999996,2.0759665,Châteaux Saint-Sylvère,,,,,,,,,,,,,Châteaux Saint-Sylvère,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7447444,49.0307801,2.0796509,Les Touleuses,,,,,,,,,,,,,Les Touleuses,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7447445,49.0305375,2.0821929,Marché des Touleuses,,,,,,,,,,,,,Marché des Touleuses,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7447446,49.0302782,2.0841312999999997,École des Maradas,,,,,,,,,,,,,École des Maradas,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7447447,49.028753599999995,2.0847691999999998,Les Bocages,,,,,,,,,,,,,Les Bocages,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7447448,49.034425399999996,2.0832412,Oise-Hautil,,,,,,,,,,,,,Oise-Hautil,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7447449,49.0441461,2.0852988,Plateau Saint-Martin,,,,,,,,,,,,,Plateau Saint-Martin,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448605,49.1061234,1.641784,Église / Mairie,,,,,,,,,,,,,Église / Mairie,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448606,49.1013379,1.6331183,Le Mal Gardé,,,,,,,,,,,,,Le Mal Gardé,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448607,49.0945226,1.6274324,Roconval,,,,,,,,,,,,,Roconval,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448608,49.0796116,1.622267,Route de Gasny,,,,,,,,,,,,,Route de Gasny,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448609,49.0813816,1.6300964,Mairie de la Roche Guyon,,,,,,,,,,,,,Mairie de la Roche Guyon,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448610,49.0828912,1.6339896999999999,IGESA,,,,,,,,,,,,,IGESA,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448611,49.0842454,1.6470057,Haute Isle / les Roches Blanches,,,,,,,,,,,,,Haute Isle / les Roches Blanches,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448612,49.0831655,1.6588511,Mairie de Haut Isle,,,,,,,,,,,,,Mairie de Haut Isle,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448613,49.0786443,1.6742711,Chantemesle,,,,,,,,,,,,,Chantemesle,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448615,49.0764223,1.6801218,Lapin Savant,,,,,,,,,,,,,Lapin Savant,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448757,49.090039,1.7255992999999998,Place,,,,,,,,,,,,,Place,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448758,49.0879972,1.725553,Mairie,,,,,,,,,,,,,Mairie,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448759,49.085873899999996,1.729971,Saint-Léger,,,,,,,,,,,,,Saint-Léger,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448760,49.0827604,1.7359171999999998,Villeneuve,,,,,,,,,,,,,Villeneuve,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448761,49.0784423,1.7447754,Le Tremblay,,,,,,,,,,,,,Le Tremblay,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448830,49.1234231,1.6901731,Salle des Fêtes,,,,,,,,,,,,,Salle des Fêtes,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7448831,49.121674,1.6949724,Église,,,,,,,,,,,,,Église,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7449014,49.073690199999994,1.7043507999999998,La Goulée,,,,,,,,,,,,,La Goulée,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7449015,49.064988799999995,1.7045485999999999,Les 3 Tilleuls,,,,,,,,,,,,,Les 3 Tilleuls,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7449016,49.066162899999995,1.7174384,Mairie,,,,,,,,,,,,,Mairie,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7449388,49.1072347,1.7030686,Cul Froid,,,,,,,,,,,,,Cul Froid,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7449389,49.0895029,1.6769889,Foyer Rural,,,,,,,,,,,,,Foyer Rural,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7449583,49.155725499999996,1.7847780999999998,Institut Marie Thérèse,,,,,,,,,,,,,Institut Marie Thérèse,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7449694,49.1637516,1.8608316999999999,Hardeville,,,,,,,,,,,,,Hardeville,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7449721,49.162621599999994,1.8587681999999999,Rue du Bois de Chars,,,,,,,,,,,,,Rue du Bois de Chars,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7449935,49.1605056,1.9345461,Centre Ville,,,,,,,,,,,,,Centre Ville,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7449936,49.152813099999996,1.8854491,Grande Rue,,,,,,,,,,,,,Grande Rue,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7452803,49.0544066,2.0926679,Cimetière,,,,,,,,,,,,,Cimetière,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455708,49.0233302,2.1197095999999997,Les Tilleuls,,,,,,,,,,,,,Les Tilleuls,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455709,49.0244102,2.1255796,La Patelle,,,,,,,,,,,,,La Patelle,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455710,49.027916,2.1239062,L'Olivier,,,,,,,,,,,,,L'Olivier,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455711,49.0295379,2.1211794,La Chaufferie,,,,,,,,,,,,,La Chaufferie,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455729,49.0105523,2.0316369,Le Noyer,,,,,,,,,,,,,Le Noyer,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455730,49.0086874,2.0354919,Les Forboeufs,,,,,,,,,,,,,Les Forboeufs,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455731,49.0144209,2.059282,Le Pont,,,,,,,,,,,,,Le Pont,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455732,49.0134398,2.0625134,Mairie,,,,,,,,,,,,,Mairie,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455733,49.014947,2.0700241999999998,Les Trembles,,,,,,,,,,,,,Les Trembles,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455734,49.0159179,2.0766506,Gay Lussac,,,,,,,,,,,,,Gay Lussac,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455735,49.0201767,2.1034645999999997,L'Ourcq-La Marne,,,,,,,,,,,,,L'Ourcq-La Marne,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455736,49.020711899999995,2.1064396999999997,Les Beaux Vents,,,,,,,,,,,,,Les Beaux Vents,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455737,49.025625999999995,2.1196807,Le Gros Murger,,,,,,,,,,,,,Le Gros Murger,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7455738,49.0416064,2.1122994,Clos du Roi,,,,,,,,,,,,,Clos du Roi,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7458503,49.0328613,2.0202261,La Bussie,,,,,,,,,,,,,La Bussie,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7458504,49.030970599999996,2.0217353,La Croix-Lieu,,,,,,,,,,,,,La Croix-Lieu,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7462148,49.0431477,2.0300916,Rond-Point du Cèdre,,,,,,,,,,,,,Rond-Point du Cèdre,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7462149,49.046478099999995,2.0239765,Rond-Point du Chêne,,,,,,,,,,,,,Rond-Point du Chêne,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7462150,49.0436179,2.018331,Les Essarts,,,,,,,,,,,,,Les Essarts,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7462169,49.046773599999995,2.0651102,Les Linandes Orange,,,,,,,,,,,,,Les Linandes Orange,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7462170,49.0482686,2.0456289,Rond-Point du Haut de Cengy,,,,,,,,,,,,,Rond-Point du Haut de Cengy,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7462171,49.0465516,2.0411707,Martelet,,,,,,,,,,,,,Martelet,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7463679,49.0451438,2.0046008,Rond-Point du Miroir,,,,,,,,,,,,,Rond-Point du Miroir,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7463680,49.047386599999996,2.0551215,Les Heuruelles,,,,,,,,,,,,,Les Heuruelles,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7731118,48.8077462,2.3330349999999997,Laplace,,,,,,,,,,,,,Laplace,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7731119,48.8205877,2.3390071,Cité Universitaire,,,,,,,,,,,,,Cité Universitaire,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7731120,48.815371299999995,2.3408362,Gentilly,,,,,,,,,,,,,Gentilly,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7731121,48.8753671,2.3254441999999997,Saint-Lazare (13),,,,,,,,,,,,,Saint-Lazare (13),,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7731122,48.878767599999996,2.3222643,Europe,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7731123,48.8772374,2.3493387,Poissonnière,,,,,,,,,,,,,Poissonnière,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7731124,48.8426775,2.2917791999999997,Félix Faure,,,,,,,,,,,,,Félix Faure,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:7731125,48.844675699999996,2.2938486,Commerce,,,,,,,,,,,,,Commerce,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
