stop_area_id,lat,lon,name,osm:STIF:zone,osm:addr:city,osm:addr:postcode,osm:addr:street,osm:alt_name,osm:alt_ref:FR:uic8,osm:alt_uic_ref,osm:amenity,osm:bus,osm:description,osm:line:SNCF,osm:metro,osm:name,osm:name:CIF,osm:name:RATP,osm:name:RER,osm:name:TZen1,osm:name:Tice,osm:name:de,osm:name:es,osm:name:fr,osm:name:it,osm:name:pt,osm:name:ru,osm:network,osm:official_name,osm:old_name,osm:old_name:1889-~1900,osm:old_name:2006-12-15-~2010,osm:old_name:~1900-2006-12-15,osm:old_name:~2010-2012,osm:opening_hours,osm:operator,osm:platforms,osm:public_transport,osm:public_transport:version,osm:rail,osm:railway,osm:ref,osm:ref:FR:RATP,osm:ref:FR:STIF,osm:ref:FR:uic8,osm:ref:structurae,osm:short_name,osm:site,osm:source,osm:source:name,osm:station,osm:subway,osm:train,osm:tram,osm:tramway,osm:type,osm:type:RATP,osm:uic_name,osm:uic_ref,osm:wheelchair,osm:wikidata,osm:wikipedia
StopArea:Relation:3322386,48.7131051,2.4027233999999997,Athis-Mons,,,,,,,,,,,C,,Athis-Mons,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545251,,,station,,,,,yes,,,public_transport,,,8754525,,,
StopArea:Relation:3322387,48.8708161,2.2749183,Avenue Foch,,,,,,,,,,,C,,Avenue Foch,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87381038,,,station,,,,,yes,,,public_transport,,,8738103,,,
StopArea:Relation:3322388,48.8280428,2.3795053,Bibliothèque François Mitterrand,,,,,,,,,,RER C,C,,Bibliothèque François Mitterrand,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87328328,,,station,,,,,yes,,,public_transport,,,8732832,,,
StopArea:Relation:3322389,48.7514123,2.2152965,Bièvres,,,,,,,,,,,C,,Bièvres,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393546,,,station,,,,,yes,,,public_transport,,,8739354,,,
StopArea:Relation:3322390,48.8578135,2.2739656,Boulainvilliers,,,,,,,,,,,C,,Boulainvilliers,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87543181,,,station,,,,,yes,,,public_transport,,,8754318,,,
StopArea:Relation:3322391,48.533316,2.290689,Bouray,,,,,,,,,,,C,,Bouray,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545178,,,station,,,,,yes,,,public_transport,,,8754517,,,
StopArea:Relation:3322392,48.605906399999995,2.3002856,Brétigny sur Orge,,,,,,,,,,,C,,Brétigny sur Orge,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545194,,,station,,,,,yes,,,public_transport,,,8754519,,,
StopArea:Relation:3322410,48.5645094,2.1707596,Breuillet Village,,,,,,,,,,,C,,Breuillet Village,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545491,,,station,,,,,yes,,,public_transport,,,8754549,,,
StopArea:Relation:3322411,48.985078599999994,2.2568902,Cernay,,,,,,,,,,,C,,Cernay,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87276063,,,station,,,,,yes,,,public_transport,,,8727606,,,
StopArea:Relation:3322412,48.5144611,2.2163074,Chamarande,,,,,,,,,,,C,,Chamarande,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545152,,,station,,,,,yes,,,public_transport,,,8754515,,,
StopArea:Relation:3322413,48.7992365,2.1844661999999997,Chaville Vélizy,,,,,,,,,,,C,,Chaville Vélizy,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393173,,,station,,,,,yes,,,public_transport,,,8739317,,,
StopArea:Relation:3322414,48.7478476,2.3127594,Chemin d'Antony,,,,,,,,,,,C,,Chemin d'Antony,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87546317,,,station,,,,,yes,,,public_transport,,,8754631,,,
StopArea:Relation:3322415,48.7005002,2.3082244,Chilly-Mazarin,,,,,,,,,,,C,,Chilly-Mazarin,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393637,,,station,,,,,yes,,,public_transport,,,8739363,,,
StopArea:Relation:3322416,48.577362799999996,2.1917947,Breuillet - Bruyères le Châtel,,,,,,,,,,,C,,Breuillet - Bruyères le Châtel,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545483,,,station,,,,,yes,,,public_transport,,,8754548,,,
StopArea:Relation:3322438,48.7645276,2.4108335999999997,Choisy le Roi,,,,,,,,,,,C,,Choisy le Roi,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,41313;411261,87545285,,,station,,,,,yes,,,public_transport,,,8754528,,,
StopArea:Relation:3322448,48.5354041,1.9953840999999999,Dourdan la Forêt,,,,,,,,,,,C,,Dourdan la Forêt,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87540179,,,station,,,,,yes,,,public_transport,,,8754017,,,
StopArea:Relation:3322449,48.5334722,2.0099847,Dourdan,,,,,,87545525,,,,,C,,Dourdan,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545525,,,station,,,,,yes,,,public_transport,,,8754552,,,
StopArea:Relation:3322469,48.582538899999996,2.2225717,Égly,,,,,,,,,,,C,,Égly,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545475,,,station,,,,,yes,,,public_transport,,,8754547,,,
StopArea:Relation:3322470,48.669370199999996,2.3318057999999997,Epinay sur Orge,,,,,,,,,,,C,,Epinay sur Orge,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545228,,,station,,,,,yes,,,public_transport,,,8754522,,,
StopArea:Relation:3322471,48.9542049,2.3024591,Épinay-sur-Seine,,,,,,,,,,,C,,Épinay-sur-Seine,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87271148,,,station,,,,,yes,,,public_transport,,,8727114,,,
StopArea:Relation:3322472,48.9808641,2.2718483,Ermont Eaubonne,,,,,,,,,,,C,,Ermont Eaubonne,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87276055,,,station,,,,,yes,,,public_transport,,,8727605,,,
StopArea:Relation:3322473,48.4365798,2.1593733999999998,Étampes,,,,,,,,,,,C,,Étampes,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545137,,,station,,,,,yes,,,public_transport,,,8754513,,,
StopArea:Relation:3322474,48.4936167,2.1943319999999997,Etréchy,,,,,,,,,,,C,,Etréchy,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545145,,,station,,,,,yes,,,public_transport,,,8754514,,,
StopArea:Relation:3322475,48.993371599999996,2.235352,Franconville - Le Plessis-Bouchard,,,,,,,,,,,C;H,,Franconville - Le Plessis-Bouchard,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87276071,,,station,,,,,yes,,,public_transport,,,8727607,,,
StopArea:Relation:3322476,48.9331982,2.3059537999999997,Gennevilliers,,,,,,,,,,,C,,Gennevilliers,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87271205,,,station,,,,,yes,,,public_transport,,,8727120,,,
StopArea:Relation:3322477,48.685103,2.317081,Gravigny Balizy,,,,,,,,,,,C,,Gravigny Balizy,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393645,,,station,,,,,yes,,,public_transport,,,8739364,,,
StopArea:Relation:3322481,48.739741599999995,2.2311669999999997,Igny,,,,,,,,,,,C,,Igny,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393561,,,station,,,,,yes,,,public_transport,,,8739356,,,
StopArea:Relation:3322487,48.8202019,2.2594119999999998,Issy,,,,,,,,,,,C,,Issy,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393074,,,station,,,,,yes,,,public_transport,,,8739307,,,
StopArea:Relation:3322498,48.8144235,2.3906636,Ivry-sur-Seine,,,,,,,,,,,C,,Ivry-sur-Seine,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545301,,,station,,,,,yes,,,public_transport,,,8754530,,,
StopArea:Relation:3322499,48.764757499999995,2.1635314,Jouy en Josas,,,,,,,,,,,C,,Jouy en Josas,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393512,,,station,,,,,yes,,,public_transport,,,8739351,,,
StopArea:Relation:3322506,48.6896424,2.3814794,Juvisy sur Orge,,,,,,,,,,,C;D,,Juvisy sur Orge,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545244,,,station,,,,,yes,,,public_transport,,,8754524,,,
StopArea:Relation:3322507,48.592807199999996,2.2677758999999997,La Norville - St Germain les Arpajon,,,,,,,,,,,C,,La Norville - St Germain les Arpajon,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545459,,,station,,,,,yes,,,public_transport,,,8754545,,,
StopArea:Relation:3322508,48.5207135,2.2560455,Lardy,,,,,,,,,,,C,,Lardy,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545160,,,station,,,,,yes,,,public_transport,,,8754516,,,
StopArea:Relation:3322509,48.7829939,2.408722,Les Ardoines,,,,,,,,,,,C,,Les Ardoines,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87492108,,,station,,,,,yes,,,public_transport,,,8749210,,,
StopArea:Relation:3322513,48.920945599999996,2.3138075,Les Grésillons,,,,,,,,,,,C,,Les Grésillons,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87272146,,,station,,,,,yes,,,public_transport,,,8727214,,,
StopArea:Relation:3322535,48.702116,2.2943903999999997,Longjumeau,,,,,,,,,,,C,,Longjumeau,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393611,,,station,,,,,yes,,,public_transport,,,8739361,,,
StopArea:Relation:3322536,48.564897699999996,2.2901097999999998,Marolles en Hurepoix,,,,,,,,,,,C,,Marolles en Hurepoix,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545186,,,station,,,,,yes,,,public_transport,,,8754518,,,
StopArea:Relation:3322552,48.726307899999995,2.2577510999999997,Massy Palaiseau,,,,,,,,,,,B;C,,Massy Palaiseau,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393579,,,station,,,,,yes,,,public_transport,,,8739357,,,
StopArea:Relation:3322584,48.7341471,2.2736073,Massy Verrières,,,,,,,,,,,B;C,,Massy Verrières,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87383281,,,station,,,,,yes,,,public_transport,,,8738328,,,
StopArea:Relation:3322585,48.807564799999994,2.2415287,Meudon Val Fleury,,,,,,,,,,,C,,Meudon Val Fleury,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393082,,,station,,,,,yes,,,public_transport,,,8739308,,,
StopArea:Relation:3322586,49.0070627,2.198114,Montigny - Beauchamp,,,,,Montigny-lès-Cormeilles - Beauchamp,,,,,,C;H,,Montigny - Beauchamp,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87276089,,,station,,,,,yes,,,public_transport,,,8727608,,,
StopArea:Relation:3322587,48.8779541,2.2845747,Neuilly - Porte Maillot,,,,,Neuilly Porte Maillot - Palais des Congrès,,,,,,C,,Neuilly - Porte Maillot,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87381020,,,station,,,,,yes,,,public_transport,,,8738102,,,
StopArea:Relation:3322589,48.8871423,2.3009349,Péreire Levallois,,,,,,,,,,,C,,Péreire Levallois,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87381012,,,station,,,,,yes,,,public_transport,,,8738101,,Q1961971,
StopArea:Relation:3323179,48.675984299999996,2.3341192,Petit Vaux,,,,,,,,,,,C,,Petit Vaux,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393652,,,station,,,,,yes,,,public_transport,,,8739365,,,
StopArea:Relation:3323180,49.019365099999995,2.1534513,Pierrelaye,,,,,,,,,,,C;H,,Pierrelaye,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87276097,,,station,,,,,yes,,,public_transport,,,8727609,,,
StopArea:Relation:3323188,49.0468991,2.0958485,Pontoise,,,,,,,,,,,C;H:J,,Pontoise,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87276139,,,station,,,,,yes,,,public_transport,,,8727613,,,
StopArea:Relation:3323218,48.796498799999995,2.151411,Porchefontaine,,,,,,,,,,,C,,Porchefontaine,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393165,,,station,,,,,yes,,,public_transport,,,8739316,,,
StopArea:Relation:3323220,48.7417154,2.3527815999999997,Rungis la Fraternelle,,,,,,,,,,,C,,Rungis la Fraternelle,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87546291,,,station,,,,,yes,,,public_transport,,,8754629,,,
StopArea:Relation:3323221,48.5512334,2.1254729,Saint-Cheron,,,,,,,,,,,C,,Saint-Cheron,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545509,,,station,,,,,yes,,,public_transport,,,8754550,,,
StopArea:Relation:3323222,48.7986456,2.0737232999999997,Saint-Cyr,,,,,,,,,,,C;N;U,,Saint-Cyr,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393223,,,station,,,,,yes,,,public_transport,,,8739322,,,
StopArea:Relation:3323223,48.96385,2.285292,Saint-Gratien,,,,,,,,,,,C,,Saint-Gratien,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87276170,,,station,,,,,yes,,,public_transport,,,8727617,,,
StopArea:Relation:3323224,48.427741499999996,2.1453786999999997,Saint-Martin d'Etampes,,,,,,,,,,,C,,Saint-Martin d'Etampes,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545350,,,station,,,,,yes,,,public_transport,,,8754535,,,
StopArea:Relation:3323225,48.635908,2.307001,Saint-Michel sur Orge,,,,,,,,,,,C,,Saint-Michel sur Orge,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545202,,,station,,,,,yes,,,public_transport,,,8754520,,,
StopArea:Relation:3323226,48.653164499999995,2.3132536999999997,Sainte-Geneviève-des-Bois,,,,,,,,,,,C,,Sainte-Geneviève-des-Bois,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545210,,,station,,,,,yes,,,public_transport,,,8754521,,,
StopArea:Relation:3323258,49.0339941,2.1283890999999997,Saint-Ouen l'Aumône Liesse,,,,,,,,,,,C;H,,Saint-Ouen l'Aumône Liesse,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87337980,,,station,,,,,yes,,,public_transport,,,8733798,,,
StopArea:Relation:3323259,49.045314,2.1059989999999997,Saint-Ouen l'Aumône,,,,,,,,,,,C;H,,Saint-Ouen l'Aumône,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87276105,,,station,,,,,yes,,,public_transport,,,8727610,,,
StopArea:Relation:3323260,48.9054534,2.3223518999999997,Saint-Ouen,,,,,,,,,,,C,,Saint-Ouen,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87271247,,,station,,,,,yes,,,public_transport,,,8727124,,,
StopArea:Relation:3323261,48.7869208,2.0446977,Saint-Quentin en Yvelines,,,,,,,,,,,C;N;U,,Saint-Quentin en Yvelines,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393843,,,station,,,,,yes,,,public_transport,,,8739384,,,
StopArea:Relation:3323262,48.676171,2.3517482999999997,Savigny sur Orge,,,,,,,,,,,C,,Savigny sur Orge,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545236,,,station,,,,,yes,,,public_transport,,,8754523,,,
StopArea:Relation:3323263,48.5356047,2.0690709,Sermaise,,,,,,,,,,,C,,Sermaise,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545517,,,station,,,,,yes,,,public_transport,,,8754551,,,
StopArea:Relation:3323264,48.759484199999996,2.192465,Vauboyen,,,,,,,,,,,C,,Vauboyen,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393538,,,station,,,,,yes,,,public_transport,,,8739353,,,
StopArea:Relation:3323282,48.7402241,2.4263656,Villeneuve le Roi,,,,,,,,,,,C,,Villeneuve le Roi,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545277,,,station,,,,,yes,,,public_transport,,,8754527,,,
StopArea:Relation:3323283,48.800655899999995,2.1714029,Viroflay Rive Gauche,,,,,,,,,,,C;N,,Viroflay Rive Gauche,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393215,,,station,,,,,yes,,,public_transport,,,8739321,,,
StopArea:Relation:3323284,48.798835999999994,2.4038445,Vitry sur Seine,,,,,,,,,,,C,,Vitry sur Seine,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87545293,,,station,,,,,yes,,,public_transport,,,8754529,,,
StopArea:Relation:3323308,48.8644427,2.2720973,Avenue Henri-Martin,,,,,,,,,,,C,,Avenue Henri-Martin,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87381046,,,station,,,,,yes,,,public_transport,,,8738104,,,
StopArea:Relation:3323309,48.853083,2.2813678,Avenue du Président Kennedy,,,,,,,,,,,C,,Avenue du Président Kennedy,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87543207,,,station,,,,,yes,,,public_transport,,,8754320,,,
StopArea:Relation:3323339,48.862795899999995,2.3145027,Invalides,,,,,,,,,,,C,,Invalides,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393033,,,station,,,,,yes,,,public_transport,,,8739303,,,
StopArea:Relation:3323360,48.7718942,2.1473809999999998,Petit Jouy les Loges,,,,,,,,,,,C,,Petit Jouy les Loges,,,,,,,,,,,,Transilien,,,,,,,,SNCF,,stop_area,,,,,,,87393504,,,station,,,,,yes,,,public_transport,,,8739350,,,
StopArea:Relation:3326747,48.577632799999996,2.1916873,Breuillet - Bruyères-le-Châtel,,,,,,,,,,,,,Breuillet - Bruyères-le-Châtel,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3331391,48.8884058,2.2495446,Esplanade de La Défense,,,,,,,,,,,,,Esplanade de La Défense,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3407010,48.8813779,2.3154062,Villiers,,,,,,,,,,,,,Villiers,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3592587,48.667167899999995,2.2547287,Ruisseau blanc,,,,,,,,,,,,,Ruisseau blanc,,,,,,,,,,,,,,,,,,,,,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662458,48.872606999999995,2.408499,Adrienne Bolland,,,,,,,,,,,,,Adrienne Bolland,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662459,48.8434749,2.4101122,Alexandra David-Néel,,,,,,,,,,,,,Alexandra David-Néel,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662460,48.8254975,2.3808251,Avenue de France,,,,,,,,,,,,,Avenue de France,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662461,48.8303523,2.3931012,Baron Le Roy,,,,,,,,,,,,,Baron Le Roy,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662462,48.828666899999995,2.3008637999999997,Brancion,,,,,,,,,,,,,Brancion,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662463,48.885234499999996,2.3967723999999997,Butte du Chapeau-Rouge,,,,,,,,,,,,,Butte du Chapeau-Rouge,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662464,48.8987245,2.3807939,Canal Saint-Denis,,,,,,,,,,,,,Canal Saint-Denis,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662465,48.820332099999995,2.3386614999999997,Cité Universitaire,,,,,,,,,,,,,Cité Universitaire,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662466,48.8984971,2.3633748999999997,Colette Besson,,,,,,,,,,,,,Colette Besson,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662467,48.8938409,2.3977511,Delphine Seyrig,,,,,,,,,,,,,Delphine Seyrig,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662468,48.8343535,2.2840257,Desnouettes,,,,,,,,,,,,,Desnouettes,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662469,48.825938,2.3133067,Didot,,,,,,,,,,,,,Didot,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662470,48.897430299999996,2.3949916,Ella Fitzgerald - Grands Moulins de Pantin,,,,,,,,,,,,,Ella Fitzgerald - Grands Moulins de Pantin,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662471,48.8298202,2.2956776,Georges Brassens,,,,,,,,,,,,,Georges Brassens,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662472,48.8796423,2.4011677,Hôpital Robert Debré,,,,,,,,,,,,,Hôpital Robert Debré,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662473,48.824703,2.3188779,Jean Moulin,,,,,,,,,,,,,Jean Moulin,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662474,48.8694436,2.3251705,Madeleine (8),,,,,,,,,,,,,Madeleine (8),,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662475,48.858899,2.4097071,Marie de Miribel,,,,,,,,,,,,,Marie de Miribel,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662476,48.8242999,2.3773664,Maryse Bastié,,,,,,,,,,,,,Maryse Bastié,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662477,48.8394848,2.4088406,Montempoivre,,,,,,,,,,,,,Montempoivre,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662478,48.8214912,2.3334117,Montsouris,,,,,,,,,,,,,Montsouris,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662479,48.835351499999994,2.4063044,Porte Dorée,,,,,,,,,,,,,Porte Dorée,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662480,48.898588,2.3693231999999997,Porte d'Aubervilliers,,,,,,,,,,,,,Porte d'Aubervilliers,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662481,48.8217602,2.3697258999999997,Porte d'Ivry,,,,,,,,,,,,,Porte d'Ivry,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662482,48.8233981,2.3245635,Porte d'Orléans,,,,,,,,,,,,,Porte d'Orléans,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662483,48.8634463,2.4088311,Porte de Bagnolet,,,,,,,,,,,,,Porte de Bagnolet,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662484,48.831858499999996,2.398142,Porte de Charenton,,,,,,,,,,,,,Porte de Charenton,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662485,48.819792,2.364063,Porte de Choisy,,,,,,,,,,,,,Porte de Choisy,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662486,48.8531911,2.4107640999999997,Porte de Montreuil,,,,,,,,,,,,,Porte de Montreuil,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662487,48.8890047,2.3956842,Porte de Pantin - Parc de la Villette,,,,,,,,,,,,,Porte de Pantin - Parc de la Villette,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662488,48.8274136,2.3066496,Porte de Vanves,,,,,,,,,,,,,Porte de Vanves,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662489,48.8326682,2.2880718,Porte de Versailles,,,,,,,,,,,,,Porte de Versailles,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662490,48.8469432,2.4091644999999997,Porte de Vincennes (T3a),,,,,,,,,,,,,Porte de Vincennes (T3a),,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662491,48.847467599999995,2.4092659,Porte de Vincennes (T3b),,,,,,,,,,,,,Porte de Vincennes (T3b),,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
StopArea:Relation:3662492,48.8474411,2.4092962,Porte de Vincennes,,,,,,,,,,,,,Porte de Vincennes,,,,,,,,,,,,,,,,,,,,RATP,,stop_area,,,,,,,,,,,,,,,,,,public_transport,,,,,,
